wv flam err
7909.761084440331 2.9290310306224142e-18 1.2859774016705344e-18
7921.814808107321 2.1187815647628946e-18 9.288234871883087e-19
7933.868531774312 2.334390174694707e-18 8.566833089057165e-19
7945.922255441303 1.3347149235129993e-18 8.514501016474904e-19
7957.975979108293 1.5326796768126674e-18 7.949048503523925e-19
7970.029702775284 1.7307905399365791e-18 8.003285681103646e-19
7982.083426442276 1.2018233500010566e-18 7.499784831983543e-19
7994.137150109265 9.132280151995665e-19 7.500521973099438e-19
8006.190873776257 1.4809857843363808e-18 6.9378788198429285e-19
8018.244597443247 1.530516180492572e-18 6.885967753295104e-19
8030.298321110238 1.4530439338573014e-18 6.373937623354873e-19
8042.352044777229 1.984130962981944e-18 6.339466655567142e-19
8054.40576844422 1.4219396812931834e-18 5.965952969330506e-19
8066.45949211121 2.6563844379326195e-18 6.066907189173706e-19
8078.513215778201 1.2912167816116864e-18 5.758005655383285e-19
8090.566939445192 1.7182918115817574e-18 5.947609445124158e-19
8102.620663112182 2.6229434464701905e-18 5.665061986511535e-19
8114.674386779173 2.7945334358126914e-18 5.923283322788085e-19
8126.728110446164 1.4602240261334376e-18 5.554659955354355e-19
8138.781834113154 2.239315126083874e-18 5.779342354848811e-19
8150.835557780145 1.551161640484631e-18 5.465354052401399e-19
8162.889281447136 1.419209105069217e-18 5.614249228267744e-19
8174.943005114126 1.6262994081612425e-18 5.329383361742979e-19
8186.996728781118 1.843485941994846e-18 5.38874964660133e-19
8199.050452448108 1.3874578774074532e-18 5.07116795431124e-19
8211.1041761151 1.2417913561749588e-18 5.075319483417731e-19
8223.157899782089 1.6542974719500183e-18 4.798410141651835e-19
8235.21162344908 1.5466646658326697e-18 4.821750267758211e-19
8247.26534711607 1.852375085787941e-18 4.672098245127617e-19
8259.319070783062 1.78066703298399e-18 4.621036835416954e-19
8271.372794450053 1.4957386276615095e-18 4.347664767861515e-19
8283.426518117043 1.6320187564167629e-18 4.408061364323782e-19
8295.480241784035 1.858213894227191e-18 4.1363007753677355e-19
8307.533965451024 1.7492531013004436e-18 4.186281108370012e-19
8319.587689118016 2.122278561252974e-18 3.935310130195144e-19
8331.641412785006 1.640265228142609e-18 3.9843227306650812e-19
8343.695136451997 2.0900235319349543e-18 3.7680968741866637e-19
8355.748860118987 1.7246478685780544e-18 3.8605489352991457e-19
8367.802583785979 2.168220766304974e-18 3.6708806228894495e-19
8379.856307452968 2.115853278015838e-18 3.770600261417534e-19
8391.91003111996 1.5887642374646977e-18 3.608525663837157e-19
8403.96375478695 2.122818767945639e-18 3.740601631704754e-19
8416.017478453941 1.401486779036979e-18 3.5391200857529843e-19
8428.071202120933 2.340130550520448e-18 3.756149639963078e-19
8440.124925787923 1.7159425165198025e-18 3.52995091842821e-19
8452.178649454912 2.032739911568556e-18 3.671508028759511e-19
8464.232373121904 1.6540701409121041e-18 3.4626356165198537e-19
8476.286096788896 1.511300948175776e-18 3.555337871023601e-19
8488.339820455885 1.7539252985681317e-18 3.343154845269921e-19
8500.393544122877 1.853869449926845e-18 3.5233567707674003e-19
8512.447267789867 1.9849003439281966e-18 3.2212855444745586e-19
8524.500991456858 1.9607633905685e-18 3.274930849135028e-19
8536.554715123848 1.8630401496081942e-18 3.0747976367011917e-19
