wv flam err
7915.0137673431955 5.200289051553862e-23 2.5807729695229646e-13
7927.41387932883 5.877471754111438e-39 2.443200895527214e-13
7939.813991314465 0.0 2.32380649461083e-13
7952.2141033001 0.0 2.217015293438783e-13
7964.614215285735 3.43948902042733e-23 2.1209987077284825e-13
7977.014327271369 1.2568088784828742e-22 2.038908759187959e-13
7989.414439257004 2.611035647283764e-22 1.966996477972731e-13
8001.814551242639 2.6837871271098203e-22 1.8999877620771467e-13
8014.214663228274 1.4504270107082125e-22 1.8364695523660764e-13
8026.614775213909 6.358573545949797e-23 1.779325797722915e-13
8039.014887199543 0.0 1.7295200390639642e-13
8051.414999185178 0.0 1.6885173229472106e-13
8063.815111170813 0.0 1.6548484727459785e-13
8076.215223156448 0.0 1.6237528845439926e-13
8088.615335142083 0.0 1.5950421753857727e-13
8101.015447127718 0.0 1.5665599035474173e-13
8113.415559113353 0.0 1.5390602233664466e-13
8125.815671098988 0.0 1.5119977078582348e-13
8138.215783084623 0.0 1.485362830039867e-13
8150.6158950702575 0.0 1.4599603354039735e-13
8163.016007055892 0.0 1.4351678084299444e-13
8175.416119041527 0.0 1.4107286740450305e-13
8187.816231027162 0.0 1.385571545059083e-13
8200.216343012797 0.0 1.3580135888899167e-13
8212.616454998431 0.0 1.3283270362666143e-13
8225.016566984066 0.0 1.2961731507827466e-13
8237.416678969701 0.0 1.2626454657103878e-13
8249.816790955336 0.0 1.2284788768080015e-13
8262.21690294097 0.0 1.19569924947753e-13
8274.617014926605 0.0 1.1653948528562852e-13
8287.01712691224 0.0 1.1381428356360592e-13
8299.417238897875 0.0 1.1145151783981727e-13
8311.81735088351 0.0 1.0937191183582506e-13
8324.217462869145 7.019254449484484e-23 1.075068067769824e-13
8336.61757485478 1.7125063642142894e-22 1.0600112949611115e-13
8349.017686840414 2.0499066484593585e-22 1.047502725960841e-13
8361.417798826049 1.3952874822684467e-22 1.033619378852978e-13
8373.817910811684 7.794817321694223e-23 1.0187443297625944e-13
8386.218022797319 2.2682739624807266e-23 1.0038382646378318e-13
8398.618134782953 0.0 9.891821420904927e-14
8411.018246768588 0.0 9.739457227901808e-14
8423.418358754223 6.200827125149483e-24 9.581827786683389e-14
8435.818470739858 1.5219642068801456e-23 9.41695191161081e-14
8448.218582725494 1.7939368274443125e-23 9.248701819366268e-14
8460.618694711127 1.3795998160196308e-23 9.092165502994355e-14
8473.018806696764 1.023958226800451e-23 8.945275220211204e-14
8485.418918682397 7.768005780577323e-24 8.812461822524581e-14
8497.819030668034 6.169996243497395e-24 8.692166107754366e-14
8510.219142653666 3.8812970939047776e-19 1.0397104154620425e-18
8522.619254639303 1.0353724426981268e-19 8.381040943715703e-19
8535.019366624936 8.482470417247285e-20 9.97759171108161e-19
8547.419478610573 1.1242657706905325e-18 8.356365851794002e-19
8559.819590596207 7.761437880830293e-19 9.878433327143621e-19
8572.219702581842 3.242536557311419e-19 8.316887663069944e-19
8584.619814567477 6.311468049229234e-19 9.69285682120467e-19
8597.019926553112 1.96900576310982e-19 8.316026697559742e-19
8609.420038538747 1.9907262160270813e-19 9.75447172770752e-19
8621.820150524381 0.0 8.369367495615033e-19
8634.220262510016 3.703450960074966e-19 9.528211587410305e-19
8646.620374495651 6.903815481627173e-19 8.292571678771587e-19
8659.020486481286 1.6242800130856696e-18 9.524183857592713e-19
8671.42059846692 3.7624487327772754e-19 8.130160522354388e-19
8683.820710452555 2.6121628529433097e-19 5.131404978217419e-19
8696.22082243819 8.543069659597635e-19 8.021079724064139e-19
8708.620934423825 0.0 4.875643121908478e-19
8721.02104640946 6.767660180098874e-19 7.589764279641115e-19
8733.421158395095 8.425216714790773e-19 4.799333161742565e-19
8745.82127038073 5.61442995077711e-19 7.446492063131285e-19
8758.221382366364 1.0497410378249857e-18 4.664481102586927e-19
8770.621494351999 0.0 4.466151030693076e-19
8783.021606337634 1.387340422679982e-18 4.642767813620529e-19
8795.421718323269 7.05264730272112e-19 4.42239486986354e-19
8807.821830308903 -9.62964972193618e-35 4.542797845627667e-19
8820.221942294538 1.011320282275736e-18 4.464792030341237e-19
8832.622054280173 7.726375706126517e-19 4.435565238716459e-19
8845.022166265808 5.306067079561487e-19 4.414257013867415e-19
8857.422278251443 6.823107110304674e-19 4.391361630239645e-19
8869.822390237077 3.3112132952304023e-19 4.2981513425793585e-19
8882.222502222712 0.0 4.2830692540977794e-19
8894.622614208347 2.476078642380587e-19 4.2566832295553055e-19
8907.022726193984 0.0 4.2509582315348027e-19
8919.422838179617 4.453682613849563e-19 4.1479526106849812e-19
8931.822950165253 0.0 4.515732291972529e-19
8944.223062150886 8.381760169683378e-19 4.1173355699056036e-19
8956.623174136523 9.534055621102734e-19 4.724175112486016e-19
8969.023286122156 4.66418344311598e-19 4.0218386217260157e-19
8981.423398107792 6.037229796205629e-19 4.0214218959998333e-19
8993.823510093425 5.411699587273034e-19 4.64905193914875e-19
9006.223622079062 3.812743908163606e-19 3.9221223995009027e-19
9018.623734064697 1.2714603231105239e-18 3.927509723646231e-19
9031.023846050331 4.3000418940904657e-19 3.8989540890215934e-19
9043.423958035966 7.536936588932726e-19 3.9235072621257997e-19
9055.824070021601 7.765365800604181e-19 3.869644941862953e-19
9068.224182007236 2.1656749180734676e-19 4.149248198275089e-19
9080.62429399287 5.348454086753e-19 3.8753598984837676e-19
9093.024405978505 1.0733765904676187e-18 3.803813079342087e-19
9105.42451796414 1.6237939164208608e-19 3.8845047559496086e-19
9117.824629949775 0.0 3.6593014405379997e-19
9130.22474193541 4.2648304237991405e-19 3.7121044154548028e-19
9142.624853921045 2.3073918562307933e-19 3.611830635007215e-19
9155.02496590668 8.667834892330575e-19 3.6378582289705883e-19
9167.425077892314 4.545253454915171e-19 3.608207188903173e-19
9179.825189877949 1.0521415801931488e-18 3.575487380276804e-19
9192.225301863584 7.919639909386437e-19 3.656315608128411e-19
9204.625413849219 9.315906814408161e-19 3.5144108843783e-19
9217.025525834853 7.003906107655042e-19 3.5147157824562894e-19
9229.425637820488 5.447172786829331e-19 3.5056902054066445e-19
