wv flam err
7913.8669265744575 1.3859868495621265e-18 7.790314659743505e-19
7926.065635254072 1.2377021896112837e-18 7.173570914593616e-19
7938.264343933686 1.0505628155190943e-18 7.000580189845172e-19
7950.4630526133005 1.4653043764001162e-18 6.485868919466327e-19
7962.661761292914 9.960757342167652e-19 6.334011676025438e-19
7974.860469972528 1.356595402601658e-18 5.873820159970163e-19
7987.059178652143 1.3130968618695716e-18 5.687306134575456e-19
7999.257887331757 1.0875194910837225e-18 5.387268177919635e-19
8011.456596011371 1.598668759385813e-18 5.316464351068742e-19
8023.655304690985 2.2148666234313273e-18 5.160959269984309e-19
8035.854013370599 1.2652375852712047e-18 5.121549545980449e-19
8048.052722050214 2.03934453784181e-18 4.997641602526818e-19
8060.251430729828 8.71453331153979e-19 5.008659442094874e-19
8072.450139409442 1.9085347654519446e-19 4.922319772738295e-19
8084.648848089057 1.598131559647965e-18 5.022464632976348e-19
8096.84755676867 1.0117255718841575e-18 4.846267679008078e-19
8109.046265448284 8.963346505341547e-19 4.699149669972595e-19
8121.244974127899 1.4787542538476702e-18 4.530666782639473e-19
8133.443682807513 1.5400219816308936e-18 4.432637316965652e-19
8145.6423914871275 1.5042478541448307e-18 4.321239403406834e-19
8157.841100166742 1.4277410358043332e-18 4.370059205614114e-19
8170.039808846355 7.650168498511498e-19 4.273007245683227e-19
8182.23851752597 1.1732260950242607e-18 4.2372602556921537e-19
8194.437226205584 1.3567577790501865e-18 4.105749428349268e-19
8206.635934885198 1.5878887724024797e-18 4.0143209921504853e-19
8218.834643564813 1.3298456653301505e-18 3.893854090067601e-19
8231.033352244427 1.2111300509574956e-18 3.8317675751031076e-19
8243.232060924041 7.564933212853317e-19 3.7490963776636194e-19
8255.430769603656 1.7674613717729844e-18 3.6120342635131045e-19
8267.62947828327 1.6905648717510422e-18 3.4930526621349067e-19
8279.828186962885 1.2138748831865216e-18 3.450954649736372e-19
8292.026895642497 1.2048922230563862e-18 3.3208688167935607e-19
8304.225604322111 1.7105158938235717e-18 3.1973130453913097e-19
8316.424313001726 1.5967812428530985e-18 3.135149050573325e-19
8328.62302168134 1.5627596651757215e-18 3.061558261053241e-19
8340.821730360954 1.5309354404283378e-18 3.046921052294851e-19
8353.020439040569 1.8964281349514153e-18 2.9829859862786184e-19
8365.219147720183 1.920084025093213e-18 2.994615529195257e-19
8377.417856399798 1.978460778457574e-18 2.918022717995246e-19
8389.616565079412 1.6032231630072897e-18 2.898527400560414e-19
8401.815273759026 1.4705080730356519e-18 2.8828851737552105e-19
8414.013982438639 1.7379383638089328e-18 2.8369960373351367e-19
8426.212691118253 1.5095676864799997e-18 2.745130048036475e-19
8438.411399797867 1.8115814526398837e-18 2.7383240229255034e-19
8450.610108477482 1.7679876000829842e-18 2.758426409045415e-19
8462.808817157096 1.6127301828932232e-18 2.665458701036247e-19
8475.00752583671 1.621834436600112e-18 2.5633179314870053e-19
8487.206234516325 1.3296737591662697e-18 2.6651362914922856e-19
8499.40494319594 1.9903109236185045e-18 2.518522538856709e-19
8511.603651875554 1.583533849549723e-18 2.5061167542651414e-19
8523.802360555168 1.4880288989139835e-18 2.465905658099815e-19
8536.001069234782 1.8080038882413987e-18 2.537358540608075e-19
8548.199777914397 1.7811542141291956e-18 2.3933260790217227e-19
8560.398486594011 1.816667992545678e-18 2.451835692806266e-19
