gid,ra,dec,x_pos,y_pos
35265,53.124951,-27.734681,1037.8663837187069,503.4605205792359
35492,53.123955,-27.737301,1090.762252859604,346.26105456474215
35688,53.113268,-27.73791,1658.297650520868,309.70192713089637
36155,53.097181,-27.742253,2512.546459180874,49.0
36183,53.120075,-27.732122,1296.8182673627944,657.0002297715328
36215,53.103098,-27.741483,2198.3430331462387,95.25777076765735
36224,53.104561,-27.734216,2120.7172763959115,531.2902398149345
36291,53.102512,-27.741157,2229.4648701366714,114.81274914188543
36394,53.107301,-27.74109,1975.1522578524764,118.86962145578582
36507,53.096496,-27.7397,2548.9548003125874,202.1725123454762
36568,53.100864,-27.740673,2316.98477206439,143.83780557401406
36583,53.114498,-27.738177,1592.9772042335699,293.68661371604503
36624,53.101056,-27.740866,2306.786790708671,132.25959781374695
36727,53.109194,-27.740643,1874.6300524312228,145.70149489414325
36755,53.104614,-27.740448,2117.8473931430726,157.37019594734556
36799,53.111761,-27.740155,1738.3151032735404,174.99511886188884
36838,53.099143,-27.739205,2408.393399275652,231.90101683379544
36932,53.107333,-27.738996,1973.4687125608507,244.5099739168818
36968,53.122754,-27.7354,1154.5419260365343,460.32150859821013
36970,53.103772,-27.739205,2162.5724359514024,231.9435389214159
37035,53.118572,-27.738688,1376.6261958399118,263.0375028073704
37080,53.10552,-27.738338,2069.752982021946,283.9772522955391
37092,53.108913,-27.738589,1889.5661171004776,268.93997270480395
37103,53.10591,-27.738415,2049.041409495245,279.36011302431143
37110,53.117798,-27.738244,1417.7303838086973,289.6760089692798
37111,53.1109,-27.738383,1784.0479765795935,281.31099712640025
37119,53.101228,-27.737721,2297.6860128442877,320.9614199629632
37144,53.100843,-27.737889,2318.1297459879315,310.8778010827882
37243,53.098831,-27.736592,2424.9925509025743,388.6780102816956
37254,53.112581,-27.735321,1694.793770262664,465.0392071273327
37289,53.110702,-27.737139,1794.5700781991,355.95006548524725
37302,53.116221,-27.737327,1501.4799176933975,344.69216813027015
37383,53.12061,-27.736585,1268.4008169384833,389.2204307327629
37385,53.112289,-27.737095,1710.2917858177643,358.5977741925908
37390,53.12162,-27.737002,1214.7637031215017,364.2011129679777
37417,53.12383,-27.736297,1097.3999081065049,406.50118965515867
37447,53.113601,-27.735273,1640.6254123176823,467.92346112170344
37462,53.103479,-27.735071,2178.1709864701515,479.98142876620295
37479,53.111898,-27.73665,1731.05842569384,385.296009382846
37485,53.102696,-27.735463,2219.749589715826,456.45475632315356
37542,53.117831,-27.734305,1415.9873850319473,526.0163734830057
37625,53.103405,-27.735574,2182.0961191241095,449.8007727287477
37637,53.100076,-27.735617,2358.8865948881466,447.19059812551313
37711,53.097798,-27.735006,2479.870203379376,483.8272464220245
37715,53.112822,-27.734631,1681.99846392578,506.44030591716364
37785,53.100222,-27.734895,2351.1410201818235,490.5120791599911
37816,53.095506,-27.734273,2601.6002947932448,527.7815036380925
37822,53.099032,-27.73441,2414.3435608009404,519.6002488756967
37861,53.116874,-27.733706,1466.8124454709596,561.9541932115408
37885,53.124015,-27.733451,1087.5735471866028,577.2613185202827
37937,53.107974,-27.733745,1939.4665352413303,559.5745451128969
38014,53.106435,-27.733489,2021.200579589513,574.9242459370616
38060,53.118166,-27.733422,1398.1985380662027,578.9971316022129
38076,53.116717,-27.732612,1475.1535054409778,627.5938804334837
38083,53.099185,-27.733108,2406.233194122977,597.7219183971229
38092,53.125091,-27.729803,1030.4258621932695,796.1407983946083
38119,53.119068,-27.733278,1350.2959490247722,587.6387518410411
38121,53.106094,-27.733152,2039.3129247347679,595.1418491470304
38141,53.11724,-27.73247,1447.3785259563683,636.1151946097198
38171,53.111528,-27.73284,1750.72845704861,613.8945490500046
38202,53.100773,-27.732315,2321.9069511842044,645.3175847744933
38216,53.098429,-27.732676,2446.3876192279695,623.634147769897
38233,53.113993,-27.732659,1619.8188603035323,624.7651865516
38237,53.139407,-27.720213,270.0373995283553,1371.4831767499054
38240,53.097385,-27.732459,2501.8347900234658,636.6429792137023
38378,53.117375,-27.731311,1440.2120117784452,705.6556113501174
38383,53.124427,-27.731912,1065.692056509295,669.6011863165913
38414,53.097953,-27.731529,2471.6807980864833,692.4492068091658
38436,53.128798,-27.731411,833.555036520087,699.6539496038677
38477,53.096077,-27.730881,2571.320416205839,731.3084415825178
38490,53.116374,-27.731564,1493.3727338576664,690.4730520703288
38513,53.10733,-27.729728,1973.6978412356584,800.5907027036919
38537,53.107459,-27.731194,1966.8358065465964,712.6314236970229
38559,53.131352,-27.730795,697.9137144919532,736.6059360303443
38616,53.099811,-27.730301,2373.019335267536,766.1484473779055
38626,53.11264,-27.729632,1691.6885882857387,806.3799484574774
38636,53.126876,-27.730157,935.6267638923437,774.8982774882861
38645,53.107674,-27.730108,1955.4254856342523,777.7929300339092
38671,53.107974,-27.728158,1939.5068638721132,894.7950458994619
38684,53.101509,-27.729685,2282.8468147181393,803.1246835070488
38715,53.102487,-27.729668,2230.906185023585,804.1534389931876
38718,53.101214,-27.728951,2298.5217509169506,847.1620320086313
38786,53.106111,-27.72432,2038.481886653406,1125.0628200000665
38811,53.109048,-27.729733,1882.4562416974804,800.3014923494848
38833,53.12178,-27.729087,1206.2705578969526,839.101842182452
38843,53.107039,-27.729749,1989.1524506593523,799.3287470143405
38849,53.128113,-27.729264,869.9286347578727,828.4758288603698
38873,53.10406,-27.72925,2147.3692170748745,829.2466926957859
38932,53.131286,-27.728548,701.4095174950507,871.4263874221815
38977,53.101884,-27.728577,2262.942158539783,869.6081948636147
38982,53.118771,-27.728543,1366.0780645082486,871.7386809182171
39007,53.102243,-27.728418,2243.8773541385126,879.1514134611916
39015,53.111306,-27.727821,1762.546416266283,915.0339197905923
39023,53.106298,-27.727956,2028.520753914263,906.9037785934888
39065,53.127462,-27.728437,904.5009520794829,878.0973210073171
39097,53.10441,-27.728503,2128.787615465022,874.0695593973269
39133,53.131015,-27.727762,715.7990873105991,918.5874450272277
39138,53.097146,-27.727588,2514.5884900601686,928.9008118574711
39171,53.110639,-27.728292,1797.9680714488768,886.7704857344906
39176,53.110948,-27.727813,1781.559880941315,915.5121258375457
39194,53.112104,-27.727676,1720.1653045739386,923.7377356150828
39231,53.118025,-27.727939,1405.6993351664987,907.9773383902248
39253,53.103746,-27.72716,2164.0649751828623,954.6443447988604
39255,53.133338,-27.726851,592.4195300826905,973.2380922572411
39283,53.112394,-27.727649,1704.763489482366,925.3590517664379
39344,53.115944,-27.727089,1516.2241733333394,958.9722464446841
39430,53.125606,-27.726539,1003.0701040386357,991.9805354077416
39438,53.107734,-27.726026,1952.2688897954886,1022.7137179038218
39449,53.125021,-27.726799,1034.1401708621997,976.3811557958088
39504,53.113233,-27.726629,1660.2087813358066,986.562749110939
39591,53.108014,-27.725747,1937.399822323874,1039.4555433128298
39603,53.107886,-27.72623,1944.1945387016149,1010.4746762861614
39604,53.128588,-27.724301,844.6875181121959,1126.2551794363244
39636,53.095635,-27.725862,2594.860906023707,1032.4438132462055
39654,53.130931,-27.723368,720.2427812430269,1182.2281996953352
39681,53.095894,-27.725414,2581.1110159966447,1059.3268755382087
39690,53.108013,-27.725322,1937.4559931263557,1064.9555814969826
39765,53.11488,-27.725395,1572.740220582422,1060.6090514548523
39800,53.125124,-27.724693,1028.6673372882215,1102.7412697917916
39815,53.115598,-27.724766,1534.608510807142,1098.351443701522
39823,53.120997,-27.724697,1247.8590481945284,1102.5018202054416
39825,53.132667,-27.724832,628.046950448992,1094.3812674330075
39828,53.111693,-27.72463,1742.01004124455,1106.4961242437203
39937,53.114043,-27.724436,1617.1984513008483,1118.146160790715
39948,53.108759,-27.724077,1897.8434509371145,1139.660336343164
39981,53.105142,-27.724026,2089.9497687261864,1142.6956961798023
39985,53.108791,-27.723608,1896.1470671558982,1167.8005806372385
40024,53.117131,-27.723578,1453.1916909674856,1169.6357939743193
40030,53.121579,-27.723389,1216.9488270561978,1180.9823287462568
40035,53.10579,-27.723525,2055.537367392222,1172.760581674951
40046,53.105349,-27.723389,2078.9610071750994,1180.9173293106742
40054,53.094098,-27.72383,2676.521063968532,1154.3455533976212
40101,53.131264,-27.72273,702.5537381866434,1220.5070721916272
40110,53.114728,-27.722992,1580.8225545375226,1204.788789919021
40124,53.128019,-27.723288,874.9055403307666,1187.0366522539625
40136,53.094713,-27.72358,2643.8605683113146,1169.3530992833112
40149,53.118273,-27.723213,1392.5383808238948,1191.53832065608
40214,53.130465,-27.723102,744.9921023776042,1198.1898261565075
40223,53.124956,-27.722957,1037.5882219894775,1206.901624382599
40255,53.125281,-27.721939,1020.3254071536176,1267.9814074665846
40270,53.109925,-27.722652,1835.9238603500962,1225.1672368607597
40278,53.10906,-27.722384,1881.8680803075204,1241.242321707232
40303,53.09942,-27.721945,2393.880146867399,1267.505422238737
40305,53.122819,-27.722803,1151.0895913445493,1216.1426888905444
40306,53.116738,-27.722151,1474.0689688421608,1255.2549676920135
40312,53.134525,-27.722329,529.3512621808313,1244.5528534236146
40337,53.097514,-27.721265,2495.1218753276153,1308.2855437125672
40340,53.104714,-27.721928,2112.700174048414,1268.5726434587523
40359,53.13646,-27.721676,426.57363924099263,1283.7222968316164
40387,53.125081,-27.721568,1030.9475808000207,1290.2416596900057
40392,53.128084,-27.721513,871.448615469857,1293.5367044659306
40413,53.125148,-27.720906,1027.3882238994374,1329.961668554126
40462,53.132207,-27.7221,652.4656520639383,1258.3034900804123
40475,53.12447,-27.721591,1063.3997413208635,1288.862190436621
40476,53.108262,-27.721924,1924.2553218859503,1268.8375258859978
40492,53.087641,-27.720988,3019.514421793305,1324.7771177126997
40539,53.101522,-27.720881,2282.2476924739494,1331.365743328648
40541,53.082202,-27.718189,3308.4539699528086,1492.6287580971184
40545,53.123729,-27.72143,1102.7565081651937,1298.522639950761
40548,53.109086,-27.721447,1880.4934030173154,1297.4625831980902
40554,53.095268,-27.720905,2614.4192166900284,1329.860057357726
40579,53.091068,-27.720709,2837.4989253968415,1341.5665041107422
40590,53.120816,-27.720479,1257.4762405427955,1355.5821505352233
40611,53.134684,-27.72124,520.8999806494194,1309.8921665510024
40623,53.13048,-27.721152,744.188054014372,1315.1899987259094
40631,53.128722,-27.721137,837.5613048980904,1316.0951932825847
40717,53.116074,-27.72044,1509.3414993234474,1357.9133503546873
40732,53.108207,-27.720155,1927.1891041198814,1374.9773907156668
40745,53.087762,-27.71994,3013.1056053456978,1387.6590777110741
40774,53.109949,-27.719923,1834.6662230936763,1388.907689353684
