gid,ra,dec,x_pos,y_pos
33721,53.141007,-27.755702,2445.3101690534995,37.920875951620474
33766,53.143488,-27.755717,2313.577926826395,37.0
33798,53.141006,-27.75505,2445.3574515100017,77.04090658037967
33918,53.145832,-27.75436,2189.104466854843,118.39788639377912
34008,53.154089,-27.754034,1750.6763045323614,137.86094217711616
34043,53.147706,-27.754001,2089.596033987159,139.9184759862219
34056,53.147349,-27.753497,2108.545722918733,170.16231297321247
34082,53.145185,-27.751049,2223.4220377260726,317.0643756800382
34298,53.140575,-27.752103,2468.2165175107066,253.86437444020885
34359,53.157904,-27.752224,1548.0789721697229,246.40628671996092
34363,53.151279,-27.749884,1899.821917681361,386.8974227673443
34418,53.150246,-27.752242,1954.7052030407222,245.42980217689728
34419,53.164838,-27.752033,1179.892112112415,257.75073477358455
34482,53.14544,-27.750533,2209.8761336631205,348.02191603703795
34518,53.157254,-27.751521,1582.580953110385,288.596088170194
34543,53.156539,-27.750776,1620.534114483703,333.30665857349777
34627,53.160799,-27.749998,1394.3183101167879,379.9206704549397
34646,53.146069,-27.75064,2176.478070378348,341.5956674999161
34671,53.1594,-27.748639,1468.5798852205144,461.4832875752254
34672,53.156377,-27.750291,1629.1281707181306,362.40903829956005
34682,53.155816,-27.749144,1658.8982635248585,431.23716756863905
34716,53.152777,-27.750511,1820.2883053833275,349.25846810092116
34968,53.152866,-27.74924,1815.5437942930175,425.51737477012466
35048,53.16057,-27.748686,1406.4538095180587,458.6444873801447
35056,53.168319,-27.748512,994.9785552304656,468.94508756241703
35111,53.165452,-27.748084,1147.207385873905,494.67971050713277
35137,53.161603,-27.746923,1351.568122677937,564.4074981478443
35145,53.149223,-27.748588,2008.977396044008,464.6818834175501
35153,53.168192,-27.748043,1001.7118475348461,497.0876082564246
35193,53.166441,-27.748266,1094.6951441373394,483.74126662556955
35252,53.173196,-27.747988,735.9968251384771,500.2840938061272
35299,53.170739,-27.747256,866.4470575788555,544.2563159635429
35332,53.162282,-27.746126,1315.4972947139076,612.2160628559159
35390,53.173618,-27.746855,713.5603533823332,568.2549403162557
35420,53.164372,-27.747105,1204.535727415595,553.4394141854864
35433,53.141525,-27.745829,2417.715644079465,630.2971703460953
35444,53.172859,-27.744457,753.8051926065664,712.1516317991554
35475,53.161108,-27.747003,1377.8545133971666,559.6157388115225
35484,53.17167,-27.746563,816.9938034838251,585.8168947782851
35539,53.16867,-27.74557,976.2744567446189,645.4583374542781
35587,53.145456,-27.745456,2208.9702404987956,652.6420146187738
35642,53.16206,-27.745899,1327.281398213131,625.8398523391097
35719,53.164518,-27.744387,1196.7275706673472,716.5169544821001
35721,53.145336,-27.7446,2215.3329764904547,704.0032355044696
35747,53.148233,-27.743932,2061.4884101027137,744.0532347529534
35758,53.145527,-27.745189,2205.197063627388,668.6613329293941
35774,53.158775,-27.742385,1501.657302782748,836.7334600212344
35800,53.146373,-27.744315,2160.2630012200307,721.0929150906195
35804,53.139276,-27.744747,2537.1317630086205,695.2343562112492
35826,53.159341,-27.743342,1471.6181061828202,779.3045313053735
35937,53.158912,-27.742675,1494.3873134949017,819.3313075018905
35993,53.172149,-27.743361,791.4811709401074,777.9269484302622
36000,53.1695,-27.743839,932.1607161261772,749.3018586180096
36001,53.153963,-27.743634,1757.2080023826065,761.863173598349
36009,53.139492,-27.741772,2525.637436737402,873.7329826202986
36066,53.151935,-27.74213,1864.8782121426784,852.1296909728826
36095,53.16261,-27.739,1297.9413610472402,1039.7709278613347
36096,53.173035,-27.743546,744.4368625878205,766.8078832259944
36126,53.16072,-27.742822,1398.3800594890427,810.4823856727744
36127,53.171539,-27.743344,823.8733161035443,778.9598699365106
36178,53.144854,-27.743412,2240.9152729907064,775.2879519645012
36182,53.160254,-27.743266,1423.134095377488,783.8499433544566
36207,53.159446,-27.742284,1466.0233750923917,842.7829410112918
36220,53.151291,-27.742911,1899.0875131666462,805.2776602273661
36249,53.141779,-27.742518,2404.197135262507,828.9552900010767
36303,53.152222,-27.742385,1849.6412860001792,836.8260431414692
36316,53.150819,-27.741822,1924.1370772603323,870.6234936981236
36366,53.169694,-27.742119,921.819427845282,852.4980577969218
36376,53.148918,-27.742292,2025.0924106216198,842.4457037795273
36451,53.170591,-27.740991,874.1595453249192,920.1598006447548
36459,53.151928,-27.74127,1865.237676930562,903.7298357234176
36482,53.166825,-27.738513,1074.094714549964,1068.9146565656065
36509,53.15323,-27.74154,1796.1008794962572,887.5130629395444
36570,53.149951,-27.741389,1970.2249670811716,896.6138704035457
36572,53.159835,-27.741073,1445.3443491578191,915.4368330306042
36573,53.162034,-27.741409,1328.5758730603256,895.2405849780716
36602,53.163258,-27.738457,1263.5187950619465,1072.3397366588924
36632,53.146093,-27.740989,2175.0936531554407,920.6559583711478
36648,53.168792,-27.740986,969.6929836699783,920.4962325898614
36652,53.165336,-27.740852,1153.216572256676,928.602312260753
36653,53.150117,-27.739932,1961.3903114301693,984.0320152008335
36659,53.140689,-27.738162,2462.0411607915603,1090.3242707636018
36674,53.141692,-27.740835,2408.801518576155,929.9361092062554
36696,53.162258,-27.740609,1316.665253512866,943.2368347899283
36820,53.149425,-27.740023,1998.1396022719864,978.5800752995219
36822,53.175239,-27.739235,627.2885231368637,1025.4193494948395
36832,53.172541,-27.739946,770.5819164862769,982.8188148223508
36850,53.141617,-27.738594,2412.7636476736034,1064.3968731531622
36852,53.177577,-27.739625,503.1405017665393,1001.9651981378283
36854,53.147711,-27.739196,2089.1500373566114,1028.2192228273143
36883,53.15725,-27.739792,1582.595688619972,992.3368388039507
36971,53.170713,-27.738579,867.6243844611008,1064.8774672332474
36972,53.178614,-27.739219,448.0601874037975,1026.3004725273404
36979,53.147298,-27.739244,2111.0827947112602,1025.343629735953
36997,53.149127,-27.738752,2013.9482641796503,1054.8435749476685
37001,53.147252,-27.738677,2113.5188171995205,1059.3641566742372
37010,53.148767,-27.738885,2033.0676730648456,1046.8676337052966
37027,53.15674,-27.738564,1609.6584785290606,1066.0244631789956
37043,53.140789,-27.738303,2456.731897340901,1081.8634847178946
37063,53.147259,-27.738399,2113.143755394939,1076.0441027075158
37082,53.17694,-27.73818,536.9297374381649,1088.6802973588838
37085,53.181093,-27.73825,316.3863327399449,1084.379488118364
37089,53.147175,-27.738132,2117.6013853318555,1092.065008690539
37098,53.162714,-27.738267,1292.4041670700199,1083.7491936595143
37142,53.179271,-27.738083,413.1391191533103,1094.444642941111
37162,53.157137,-27.73787,1588.5641875883475,1107.658660752726
37170,53.175846,-27.737659,595.0131794981116,1119.9656574929777
37172,53.179534,-27.738177,399.1750777034813,1088.7982073870025
37183,53.160299,-27.737794,1420.6441146310108,1112.169606107882
37188,53.138191,-27.737523,2594.6927758906813,1128.682300944236
37189,53.139255,-27.737993,2538.192451580674,1100.4749359683683
37197,53.156923,-27.737793,1599.9274172711603,1112.2818311852334
37222,53.177125,-27.737647,527.0911411114475,1120.6560110212286
