gid,ra,dec,x_pos,y_pos
42861,53.260207,-27.710153,1144.1734078434993,32.0
43120,53.263946,-27.709487,945.5157238734128,71.73559416612807
43386,53.254569,-27.704823,1443.3147572120442,352.1285851847733
43403,53.256525,-27.707943,1339.6129199756624,164.81581434336294
43686,53.265712,-27.706398,851.4913532382125,256.96825085427736
43812,53.263996,-27.706155,942.6298653002777,271.65343041870983
43826,53.267806,-27.705734,740.2093544028767,296.67844611329383
43904,53.251467,-27.705605,1608.1468984486892,305.3825655105484
44095,53.253494,-27.704821,1500.4202726063922,352.309417716564
44101,53.258856,-27.704267,1215.5457654778484,385.24118790158354
44116,53.265342,-27.704593,871.0203222924665,365.2915181261469
44130,53.252594,-27.704147,1548.1868972945222,392.8001391437956
44135,53.264116,-27.704219,936.1216666697856,387.80665124719053
44225,53.25057,-27.704497,1655.727378386945,371.9124438714189
44288,53.256151,-27.703554,1359.19380021927,428.17849493984795
44311,53.267925,-27.703384,733.7212896459569,437.6716645693141
44408,53.25183,-27.702968,1588.6976538432054,463.58308206972106
44427,53.249594,-27.703166,1707.4916649198667,451.8263559685565
44620,53.249645,-27.702048,1704.7131262975345,518.9038614429319
44651,53.260473,-27.70222,1129.5100760345986,507.96632472352394
44707,53.245115,-27.70138,1945.3197786216924,559.227374664797
44723,53.257624,-27.701768,1280.8271957996476,535.2538193398013
44794,53.248157,-27.70105,1783.6988199690531,578.8650329697757
44857,53.259902,-27.692851,1159.2155182529305,1070.1429312993878
44889,53.255272,-27.700441,1405.686654624932,615.0097210291842
44957,53.247445,-27.700864,1821.5113186439494,590.0634575074127
44999,53.26448,-27.699333,916.4470421303977,680.9458453772913
45069,53.246062,-27.699672,1894.9092384232717,661.6576917432121
45122,53.266063,-27.699897,832.390847272678,647.008442041717
45148,53.256323,-27.700084,1349.830379627103,636.3695537949698
45192,53.25442,-27.699314,1450.875535978268,682.6785435698712
45219,53.255286,-27.699456,1404.879153050415,674.1091980957153
45242,53.259103,-27.699493,1202.106701067867,671.6680157365354
45264,53.24264,-27.698723,2076.6440507950374,718.7772879134263
45273,53.247508,-27.699275,1818.0677051093262,685.4005000455745
45364,53.261916,-27.698829,1052.6233251528774,711.3411952276601
45424,53.260212,-27.694364,1142.847620322269,979.3441156481658
45469,53.245194,-27.698355,1940.942117266406,740.7240174373419
45480,53.244515,-27.698389,1977.0157855081125,738.7197398634362
45485,53.242289,-27.698413,2095.2726404183477,737.3954810533123
45524,53.253417,-27.697846,1504.0654279343107,770.8156613805131
45551,53.242847,-27.697417,2065.5706675151396,797.1269381852417
45574,53.269592,-27.6967,644.6870149667093,838.6087681304107
45590,53.264701,-27.697046,904.5480032040323,818.1530241101918
45591,53.258129,-27.695474,1253.583842080695,912.8662334747441
45667,53.242479,-27.697378,2085.118428926632,799.4859665114946
45672,53.254428,-27.690548,1449.8866940147946,1208.6407163393324
45752,53.262303,-27.696887,1031.9317670451383,827.8385320933539
45789,53.256172,-27.695042,1357.5234732034287,938.8997115134862
45790,53.263205,-27.696435,983.9816167624322,854.9042466564333
45816,53.259661,-27.694152,1172.106228939434,992.0967555124389
45847,53.261887,-27.695611,1053.9452211274784,904.4239026404302
45875,53.245044,-27.696095,1948.7758084315074,876.3325565604009
45889,53.242542,-27.695446,2081.6584925713732,915.4032522948928
45915,53.259001,-27.688547,1206.7968416761978,1328.4373981644076
45922,53.257169,-27.691923,1304.3517410589511,1125.9831371523414
46106,53.256686,-27.694228,1330.163292056469,987.7103484154777
46107,53.2458,-27.693061,1908.43036154335,1058.333468716528
46124,53.251332,-27.693462,1614.5555528168388,1033.9734207495912
46183,53.251891,-27.694767,1584.9398431152122,955.6419889508343
46339,53.254371,-27.693509,1453.1053942252884,1030.9830279625949
46345,53.249276,-27.692747,1723.7406130011614,1076.9866457759363
46356,53.258162,-27.690543,1251.5045136336985,1208.7258491681514
46386,53.265632,-27.683509,854.1434744694825,1630.3204162246275
46436,53.263014,-27.692446,993.8553047906989,1094.2570510754576
46457,53.24707,-27.691478,1840.862618064547,1153.2462556660412
46464,53.23674,-27.692591,2389.736979501541,1086.9963213022984
46493,53.250825,-27.692034,1641.4016384454744,1119.6818913292464
46526,53.250172,-27.691418,1676.055727684813,1156.6780268146595
46567,53.248473,-27.692518,1766.3878619823545,1090.7703571306683
46621,53.272262,-27.69084,502.41382314534167,1190.040201858612
46655,53.264564,-27.691674,911.4540401879694,1140.4830999397182
46660,53.268051,-27.691783,726.2044808689716,1133.7273581361242
46661,53.24989,-27.692145,1691.0829927685054,1113.0732706419421
46668,53.25019,-27.690809,1675.0615110435447,1193.2172269108723
46685,53.241492,-27.690985,2137.182120662118,1183.1185123209489
46863,53.234196,-27.690899,2524.8011120164656,1188.6403739492653
46881,53.265638,-27.688124,854.1468011865545,1353.4184143415714
46886,53.246828,-27.690678,1853.6711129912574,1201.2594512057858
46894,53.261784,-27.690912,1059.0980694879781,1186.3715642783518
46922,53.258087,-27.690345,1255.4760626386424,1220.610288044978
46932,53.254668,-27.688191,1436.983969507498,1350.047847427386
46988,53.2335,-27.690299,2561.7459331598284,1224.6738673969612
47025,53.238014,-27.69047,2321.933175681529,1214.1940130300445
47031,53.268388,-27.689991,708.1728791154364,1241.226836049913
47035,53.257707,-27.687286,1275.4632738408363,1404.1734245560856
47085,53.248647,-27.689767,1756.9744911373418,1255.8217695626463
47091,53.237523,-27.689496,2347.9646605713706,1272.658637925977
47121,53.249749,-27.686041,1698.1953286179332,1479.3229290403706
47125,53.249448,-27.689939,1714.4289119572059,1245.45812525787
47184,53.267102,-27.689192,776.4401952291009,1289.2474526832175
47202,53.238625,-27.688588,2289.3651376174903,1327.0841539683915
47214,53.2424,-27.686574,2088.683856724566,1447.7332408942548
47219,53.241667,-27.687437,2127.6785777828227,1395.99063968902
47280,53.280527,-27.686852,63.0,1428.7744666642811
47348,53.251239,-27.688361,1619.1762091263345,1340.0401622863992
47375,53.243592,-27.686615,2025.3548251138873,1445.2114721903909
47393,53.259297,-27.68761,1191.0080129158632,1384.6403156748984
47399,53.237823,-27.687571,2331.917763177509,1388.1443692567063
47408,53.260951,-27.688424,1103.1860198443874,1335.7021414399296
47421,53.25604,-27.683786,1363.8032722903554,1614.2709524824259
47433,53.257343,-27.686862,1294.7747557822586,1429.6347043962396
47464,53.27906,-27.687093,140.96068101502533,1414.4136398262108
47469,53.275441,-27.685451,333.11662712609086,1513.1751519517074
47487,53.249206,-27.685528,1727.0136048265722,1510.1327467663632
47488,53.267242,-27.688005,768.9183262518127,1360.4591491123374
47498,53.279605,-27.68731,112.02131118418038,1401.3567911576592
47504,53.266878,-27.687815,788.244190558954,1371.8818480005375
47520,53.239503,-27.687265,2242.642055360323,1406.420560962777
47536,53.246356,-27.68632,1878.484593751662,1462.7660137903167
47549,53.251179,-27.688488,1622.371950202546,1332.423442336849
47556,53.251598,-27.686989,1600.0163427797615,1422.3407066102209
47580,53.268594,-27.675547,696.1993209201073,2107.8592715377144
47615,53.272096,-27.686329,510.90404980206586,1460.7124763628908
47634,53.248332,-27.684591,1773.3925658703738,1566.4005120269885
47648,53.270215,-27.687256,610.9095119225522,1405.212418652909
47672,53.235267,-27.687075,2467.690549469098,1418.0298424040138
47677,53.262013,-27.68608,1046.602969669725,1476.2794615571129
47688,53.275188,-27.685703,346.5775494020354,1498.0716889028354
47691,53.273156,-27.681599,454.23807678955836,1744.4457932778187
47698,53.231547,-27.686519,2665.305135254067,1451.5673720666473
47721,53.274383,-27.685848,389.3586902969273,1489.4243662325007
47736,53.279228,-27.685626,131.92266324492812,1502.4228656576179
47746,53.263689,-27.683579,957.3837149796318,1626.2391825360264
47749,53.242481,-27.686076,2084.3511672696077,1477.6092231701277
47759,53.238009,-27.687412,2322.0266474763894,1397.6751890053765
47818,53.241488,-27.685304,2137.065128982026,1523.9804837459506
47857,53.252248,-27.685391,1565.380605379216,1518.1850631925354
47860,53.248829,-27.685964,1747.070821121507,1483.993111953905
47881,53.25351,-27.685715,1498.3499564116782,1498.6741998080342
47919,53.272687,-27.684654,479.38117445248736,1561.1749853776619
47938,53.23768,-27.68573,2339.4119849759054,1498.6120307126712
47952,53.270119,-27.678163,615.3554283956382,1950.8019197680023
47954,53.245073,-27.685493,1946.6016663034143,1512.4542551217
47970,53.266012,-27.685232,834.0739008447954,1526.9163721996429
47994,53.234818,-27.685019,2491.4334341971444,1541.4122075135401
48012,53.266559,-27.685029,804.9969095121105,1539.0626179270785
48025,53.264798,-27.685257,898.576830377051,1525.4909776130244
48039,53.267771,-27.683074,740.4633576145125,1656.2879207842652
48050,53.257518,-27.685385,1285.3797178286904,1518.245052717315
48067,53.237256,-27.685036,2361.9006305668963,1540.2732077009077
48097,53.239232,-27.684745,2256.8969172665984,1557.6349775366125
48104,53.249092,-27.683966,1732.9741321532147,1603.8594787873099
48105,53.279236,-27.684968,131.44731741326723,1541.9025744077753
48109,53.272565,-27.684954,485.8851644594879,1543.1827525391582
48113,53.268045,-27.683797,725.9564505053013,1612.8905198147131
48124,53.244482,-27.684898,1977.966674091469,1548.1855215263658
48151,53.27944,-27.684979,120.60937273094896,1541.2288075675478
48153,53.267144,-27.68379,773.8277449146835,1613.366747210055
48177,53.247164,-27.684072,1835.4184924149904,1597.6035863066627
48207,53.233604,-27.684136,2555.8868358135805,1594.4507855554202
48231,53.255628,-27.682429,1385.6054972938618,1695.7150516905876
48238,53.235924,-27.683672,2432.595912675546,1622.1789750940898
48248,53.263214,-27.682236,982.5292348625799,1706.8484633428543
48274,53.240528,-27.683114,2187.9449200304925,1655.4301118935055
48322,53.259737,-27.683688,1167.3683906540064,1619.9357440132608
48357,53.262696,-27.682298,1010.0561540524286,1703.1597287335626
48373,53.235799,-27.683232,2439.2130914071977,1648.5852092897421
48424,53.255857,-27.682998,1373.4751576037916,1661.5617301116527
48448,53.247196,-27.682788,1833.6402260458635,1674.6423057516095
48457,53.232915,-27.682642,2592.4140965051283,1684.1240695852885
48487,53.236992,-27.682768,2375.800688210772,1676.3669515485108
48494,53.265729,-27.681828,848.8722674134015,1731.1750614068678
48499,53.250352,-27.68272,1665.9505195890897,1678.550980775317
48543,53.264803,-27.681927,898.0801050995888,1725.291878044054
48645,53.254683,-27.681273,1435.741181812853,1765.1293673207674
48660,53.274502,-27.680988,382.6758550531431,1781.0184251399787
48672,53.251979,-27.680397,1579.3575976370248,1817.841790921424
48685,53.260885,-27.680141,1106.1336638004905,1832.6889997869857
48692,53.255957,-27.680628,1368.007724238918,1803.7568410939657
48714,53.238198,-27.68135,2311.643218382339,1761.3877556936332
48727,53.273502,-27.681047,435.81343302740515,1777.5435611711637
48742,53.233049,-27.681181,2585.2156502004336,1771.7781856827987
48779,53.253105,-27.680108,1519.5109237750412,1835.1189371057462
48793,53.255534,-27.678767,1390.3624231638705,1915.441758592062
48818,53.275816,-27.679459,312.7444581376494,1872.6727543035904
48849,53.244268,-27.680293,1989.0634092652508,1824.4982950700887
48850,53.248802,-27.677569,1747.9884369708816,1987.6975028067554
48879,53.271339,-27.674313,550.2517683831547,2181.725713806658
48918,53.244907,-27.678756,1955.019397491783,1916.6852996511388
49002,53.256808,-27.678026,1322.6208481872081,1959.8288139694723
49036,53.27448,-27.678125,383.63258802116707,1952.8009948439958
49040,53.245507,-27.678163,1923.103296108121,1952.2338619518723
49046,53.249451,-27.677514,1713.5005296378504,1990.962192832345
49053,53.274744,-27.679208,369.6854535438197,1887.8032917905603
49063,53.267821,-27.677227,737.3924027442872,2007.1070318187649
49100,53.26477,-27.675109,899.3604923746179,2134.376524413232
49105,53.235661,-27.679187,2446.322209936935,1891.2932794111712
49132,53.271912,-27.678071,520.0783810200319,1956.2074411666126
49194,53.244339,-27.676793,1985.0830532426853,2034.4958276520865
49209,53.241559,-27.678079,2132.873516619379,1957.47930319005
