 gid ra dec x_pos y_pos
0 19290 189.283925 62.239637 2520.6832688315208 79.0
1 19558 189.274447 62.239804 2785.566959078993 88.81314076112722
2 19726 189.289889 62.239863 2354.0233879543284 92.71003118961926
3 20049 189.296024 62.240667 2182.6233397913147 141.12036091135815
4 20051 189.269347 62.241441 2928.1549273075416 186.93784607053385
5 20053 189.300237 62.240835 2064.900065710859 151.32674806130308
6 20158 189.278832 62.241544 2663.103345025913 193.30397907743645
7 20290 189.294936 62.242117 2213.1171571215964 228.08891445277368
8 20293 189.290968 62.241501 2323.9640143575853 191.01876335239285
9 20308 189.309365 62.241397 1809.8569574572357 185.34684893081248
10 20346 189.302481 62.242108 2002.2778257426035 227.77714558949083
11 20366 189.286515 62.242067 2448.432290739418 224.86320054361022
12 20373 189.312945 62.241902 1709.8539333264998 215.77435011265152
13 20421 189.282089 62.242416 2572.1306682186478 245.69682760335672
14 20464 189.317888 62.242414 1571.7673191105314 246.6794903564878
15 20496 189.325611 62.242625 1355.9756752349476 259.6498906636534
16 20518 189.318627 62.242535 1551.1268809155736 253.9680729773172
17 20539 189.292924 62.243046 2269.3961728168833 283.7721716480755
18 20561 189.303551 62.243131 1972.4485941947241 289.19145985988325
19 20576 189.296302 62.242725 2174.983560672439 264.6083919878529
20 20601 189.31599 62.243166 1624.8656942954312 291.7271055082929
21 20602 189.310421 62.243382 1780.497683130723 304.4837982813606
22 20637 189.315722 62.243393 1632.3727904365696 305.33700401505666
23 20666 189.323569 62.243275 1413.0938732049508 298.56527508073486
24 20775 189.291424 62.243855 2311.3582104488196 332.27100315626376
25 20783 189.296712 62.243631 2163.5838503866435 318.98037220152946
26 20787 189.324006 62.244256 1400.9694552968103 357.4431661055514
27 20807 189.290964 62.244244 2324.2342584222733 355.59856860536456
28 20856 189.289371 62.244322 2368.750565092074 360.2362534647309
29 20861 189.319902 62.244117 1515.6323879680403 348.9378653607964
30 21093 189.331658 62.245802 1187.303550110153 450.53069628996855
31 21099 189.283433 62.245717 2534.741745162979 443.7881428335004
32 21124 189.305767 62.247322 1910.8260189571738 540.7240057621639
33 21279 189.318961 62.246289 1542.1079251439205 479.22087032899435
34 21290 189.26806 62.24618 2964.293072543398 471.25548901079856
35 21351 189.260672 62.246846 3170.736558630686 511.10151252367723
36 21382 189.270424 62.247281 2898.284608092883 537.3569081778514
37 21437 189.289648 62.247002 2361.162154575133 521.0434510657778
38 21442 189.337316 62.247848 1029.4209250227104 573.5490462264115
39 21507 189.288254 62.247611 2400.1436642320823 557.5471406738634
40 21550 189.284806 62.248314 2496.514196050377 599.6409569663883
41 21564 189.32525 62.247909 1366.5364869377063 576.6744933085865
42 21567 189.265962 62.247546 3022.9593066572415 553.180706413239
43 21586 189.289927 62.248405 2353.446699495542 605.2307735554441
44 21630 189.306 62.248047 1904.3681383822295 584.2317443400916
45 21644 189.28805 62.248776 2405.907392544981 627.4418666624242
46 21650 189.285475 62.248596 2477.8382475090566 616.5772661433584
47 21683 189.318225 62.253421 1563.264167896633 907.1119286168141
48 21690 189.321679 62.248378 1466.3463509880567 604.6683131744867
49 21699 189.289496 62.248936 2365.5180773798984 637.0793958582472
50 21707 189.33323 62.249049 1143.6954606140034 645.4209121489021
51 21713 189.289782 62.249168 2357.5410019456394 651.0069196112217
52 21725 189.305875 62.249013 1907.9296259263683 642.1875341029063
53 21728 189.269984 62.248575 2910.6275349668213 614.9889875962599
54 21733 189.313528 62.249361 1694.1492449004145 663.3352807597657
55 21734 189.255019 62.248983 3328.7324531250924 639.2501888912429
56 21735 189.286016 62.250433 2462.82140365721 726.8105528461747
57 21749 189.280023 62.248776 2630.1656852029973 627.2499160259285
58 21783 189.254374 62.249389 3346.762027910896 663.6029258255076
59 21798 189.318292 62.249662 1561.0802588624529 681.5747098211159
60 21807 189.254322 62.249623 3348.220347304432 677.6423454428132
61 21837 189.279084 62.248979 2656.408956664258 639.4092734029382
62 21842 189.269327 62.249936 2929.034259707676 696.6373286363232
63 21854 189.261122 62.2497 3158.2496092792044 682.347735452975
64 21863 189.327446 62.249113 1305.2931637674137 649.0070308599024
65 21870 189.333736 62.249369 1129.5901385444604 664.6437872693896
66 21895 189.364977 62.249718 256.8410135190006 687.2113921319415
67 21909 189.260736 62.249972 3169.041440965686 698.6623499995585
68 21918 189.253762 62.249501 3363.8623452161937 670.3162040890711
69 21919 189.319293 62.253139 1533.4072991510047 890.2334799527671
70 21985 189.312978 62.250504 1709.604189685926 731.8951415235697
71 21999 189.275539 62.250376 2755.509226178854 723.1547598109446
72 22000 189.274872 62.250516 2774.1488816246238 731.5413492004427
73 22022 189.340401 62.250482 943.5024315712853 731.7356069043926
74 22074 189.333931 62.250553 1124.2578812721677 735.6925611357983
75 22088 189.260758 62.250603 3168.4456205879105 736.5226456187065
76 22097 189.284092 62.250605 2516.5799943703696 737.0836967236755
77 22098 189.294278 62.250124 2231.9915767696584 708.4899096507397
78 22165 189.336167 62.251216 1061.8583055596955 775.5752020560449
79 22178 189.34152 62.250888 912.2840743942397 756.1498201183003
80 22205 189.305121 62.25045 1929.0965741733853 728.3824633536005
81 22210 189.337621 62.250502 1021.1676476419789 732.8031829637403
82 22265 189.26137 62.251719 3151.382468853355 803.491196852463
83 22285 189.299031 62.254138 2099.4701284839866 949.4693066012496
84 22370 189.332888 62.25189 1153.5246621682063 815.8653126253521
85 22417 189.261911 62.251599 3136.265785076477 796.2989066127993
86 22434 189.300251 62.251593 2065.2229104862963 796.8067795257048
87 22457 189.294494 62.251995 2226.0714491713516 820.7559802332926
88 22463 189.32551 62.25226 1359.663047922626 837.7450966298547
89 22470 189.30511 62.252416 1929.5432236495217 846.3420231082036
90 22487 189.300992 62.252187 2044.5626277796891 832.4697795026095
91 22535 189.335816 62.252561 1071.7973473252368 856.2588483832478
92 22536 189.30964 62.25228 1802.9891929287014 838.3359640969156
93 22547 189.288063 62.25223 2405.734453546793 834.6821045322449
94 22548 189.251906 62.252463 3415.777937324934 848.0167765459737
95 22571 189.336495 62.252634 1052.8371355031722 860.6703486479691
96 22583 189.337933 62.253775 1012.7830346547362 929.1976480323174
97 22593 189.258086 62.252898 3243.154092952922 874.187102079808
98 22598 189.275786 62.252722 2748.7114411351577 863.9197256864991
99 22600 189.340408 62.252614 943.5277274531209 859.6557876755069
100 22601 189.316792 62.253666 1603.3131551586075 921.7569572229022
101 22613 189.307123 62.253129 1873.3627036320377 889.1893056528006
102 22660 189.25238 62.252872 3402.5459497307784 872.5615827512866
103 22668 189.293806 62.253366 2245.3735511193518 902.9964853170786
104 22669 189.267027 62.252791 2993.3907904001626 867.8980227083957
105 22680 189.276832 62.253257 2719.5160222567138 896.0412379597656
106 22694 189.333829 62.252962 1127.3422459178182 880.227769093277
107 22696 189.321719 62.253343 1465.6571480542607 902.569651431535
108 22733 189.284747 62.253639 2498.439514667367 919.1393917385631
109 22748 189.326045 62.253937 1344.869350138919 938.3874288098741
110 22761 189.300001 62.253405 2072.3266107566014 905.5190029261521
111 22766 189.296127 62.25404 2180.5815015253793 943.5029063307775
112 22772 189.277427 62.253675 2702.9142894397773 921.1336830360469
113 22778 189.277494 62.253353 2701.028164870957 901.8151014531377
114 22780 189.265012 62.253932 3049.7168370473228 936.3254901103082
115 22810 189.29174 62.253705 2303.1044879370365 923.2792885894851
116 22815 189.284888 62.254073 2494.5235215787743 945.1828001436679
117 22898 189.307359 62.254526 1866.8722194268958 973.0172558140475
118 22927 189.308869 62.254662 1824.704012013588 981.2290408947629
119 22933 189.333995 62.255154 1122.9192241678866 1011.7551680069901
120 22939 189.335367 62.254468 1084.5285621718085 970.6579967223115
121 22945 189.291104 62.256665 2321.0415329313055 1100.8619745799224
122 22949 189.306918 62.254875 1879.2158453710563 993.9423022264982
123 22984 189.272812 62.25477 2831.872036052362 986.7410736130987
124 23010 189.31469 62.254409 1662.0885425912156 966.2579089512346
125 23017 189.275381 62.254613 2760.106787218092 977.3714827532403
126 23018 189.277544 62.254617 2699.6887804874987 977.6561310382222
127 23054 189.284906 62.255014 2494.0698057763802 1001.6432148777349
128 23081 189.334875 62.2558 1098.4026054520928 1050.5553016778176
129 23082 189.276278 62.255023 2735.0693619512385 1001.9897457632451
130 23087 189.33577 62.255511 1073.3752406524127 1033.2565234580998
131 23104 189.334883 62.256554 1098.2533990615693 1095.7956195997012
132 23151 189.304741 62.255113 1940.0413371292598 1008.1497721929518
133 23161 189.269698 62.255861 2918.895192799051 1052.143774704009
134 23185 189.331463 62.255813 1193.7060381038427 1051.1813944841197
135 23210 189.254989 62.255749 3329.7359088624817 1045.2097658111652
136 23227 189.324768 62.256224 1380.74381315969 1075.5539757035058
137 23245 189.328231 62.25632 1284.0273290736814 1081.4602105455251
138 23254 189.349606 62.255761 686.939714012362 1048.9374376300693
139 23287 189.346519 62.255593 773.1459203253853 1038.698367666646
140 23308 189.274148 62.256982 2794.6476120835923 1119.4868936841267
141 23312 189.346881 62.25622 763.103369355058 1076.336760514554
142 23370 189.276797 62.256004 2720.6163404522576 1060.8604571744527
143 23381 189.324683 62.256823 1383.1712764298918 1111.4904189955523
144 23408 189.314637 62.256606 1663.7440968736819 1098.0758424012784
145 23430 189.341259 62.256632 920.1749187850637 1100.7766983300571
146 23431 189.282174 62.257133 2570.4857745580575 1128.7184342468372
147 23434 189.373276 62.257245 26.0 1139.3336875849545
148 23435 189.338306 62.256571 1002.6480823265965 1096.9750771111594
