gid,ra,dec,x_pos,y_pos
17928,53.150729,-27.825506,1720.8423984920255,88.73503861117206
18229,53.160268,-27.825516,1214.6803418371028,88.0
18761,53.149898,-27.823896,1764.9159006578075,185.34493813476183
18791,53.147911,-27.823909,1870.352604675888,184.58740220317486
18795,53.150178,-27.824528,1750.066676555275,147.42163630513642
18841,53.156549,-27.824332,1411.9998520585095,159.09732760614133
18933,53.151007,-27.823314,1706.0607968463764,220.25165728992033
18937,53.149353,-27.823997,1793.8366479672159,179.2912696823878
19028,53.156727,-27.823057,1402.5334818130095,235.5947205079392
19113,53.150673,-27.822818,1723.7772301119048,250.01571169244926
19125,53.14734,-27.822422,1900.6338172766036,273.81353763392326
19146,53.143835,-27.813467,2086.5305617551085,811.1480777679772
19148,53.164983,-27.819326,964.3634226027034,459.31874259056167
19210,53.155884,-27.822219,1447.252531562487,285.88694719567684
19234,53.149677,-27.822273,1776.6215171025187,282.7275172143982
19257,53.161075,-27.821896,1171.7912168811627,305.1867780684843
19307,53.142074,-27.819904,2180.0445509234914,424.9435021901754
19348,53.148822,-27.821115,1821.9764690660204,352.2173065552852
19365,53.154372,-27.821478,1527.4738628873556,330.3681066870322
19532,53.164904,-27.820216,968.5739172910862,405.92018230887516
19604,53.14217,-27.820265,2174.9537228753115,403.2827005474901
19715,53.161704,-27.819254,1138.3635833667713,463.69627330922776
19743,53.148337,-27.819902,1847.6976110810929,425.0027160439986
19759,53.144125,-27.819486,2071.2036052665253,450.0054606097983
19819,53.15146,-27.819368,1681.967707675437,457.0060684783839
19872,53.16585,-27.819042,918.3497178582547,476.3427543961061
19906,53.161948,-27.819077,1125.4122222264841,474.31215224580046
19915,53.158393,-27.819002,1314.0589275221946,478.86964945447835
19939,53.164197,-27.818463,1006.0553761003275,511.1129569036875
19989,53.152591,-27.818421,1621.9369404561921,513.8117539190716
19999,53.16189,-27.818407,1128.4772143893579,514.5131336902286
20018,53.166792,-27.818491,868.350099857812,509.38501539628305
20030,53.143897,-27.817991,2083.2870590406137,539.7075463517867
20067,53.147495,-27.817902,1892.3542793198658,545.0118639205448
20106,53.169914,-27.817863,702.6640848213037,547.0034822031048
