 gid ra dec x_pos y_pos
0 28121 189.278625 62.283924 1203.2440000290317 137.3968252941777
1 28395 189.278947 62.28219 1194.177587465294 33.36377070922026
2 28436 189.275917 62.282135 1278.733488368509 30.0
3 28496 189.274902 62.282645 1307.0810516042275 60.57952930315514
4 28519 189.258143 62.283319 1774.7864209217678 100.74566489367862
5 28574 189.24187 62.291155 2228.9968029062347 570.7558550467329
6 28683 189.283369 62.284152 1070.8722256863803 151.18395875248825
7 28930 189.28824 62.286935 935.0996792535534 318.2840814365063
8 29167 189.239554 62.287646 2293.5747096405685 360.2036619947212
9 30126 189.251732 62.291385 1953.8644631835832 584.6331530997904
10 30127 189.251378 62.291883 1963.7510395307363 614.5096716097578
11 30240 189.24884 62.292041 2034.5592614230409 623.9661681219804
12 30251 189.252144 62.292645 1942.3977400359763 660.2373413889727
13 30257 189.24951 62.293274 2015.8915303486574 697.9521528913901
14 30345 189.2201 62.302135 2836.265443896167 1229.5342124757299
15 30494 189.253094 62.29507 1915.9502540394406 805.7472678279046
16 30511 189.23978 62.293426 2287.328630614953 707.0049507073709
17 30796 189.23422 62.295253 2442.443344500436 816.6049503710929
18 30822 189.30842 62.295276 372.64133907284486 819.3506088880004
19 30853 189.25642 62.296331 1823.2036330547762 881.4447928673435
20 30963 189.271948 62.296234 1390.0627748979732 875.8628143324968
21 30995 189.311918 62.296508 275.1600716008779 893.393580818356
22 31047 189.260382 62.297087 1712.710125639498 926.8556832611885
23 31058 189.251572 62.296856 1958.4445817056112 912.8917927886869
24 31126 189.233273 62.29697 2468.867246800941 919.622941264146
25 31245 189.248062 62.299555 2056.3992000119633 1074.7998631008122
26 31269 189.235222 62.301163 2414.5287734337926 1171.2078972099298
27 31297 189.280424 62.298527 1153.7431372807969 1013.6166754199185
28 31301 189.261822 62.298608 1672.5906681868782 1018.1359141235789
29 31304 189.244728 62.299238 2149.382879478386 1055.7543055807346
30 31314 189.232215 62.299133 2498.3856052196606 1049.4011748520115
31 31362 189.247021 62.298482 2085.4153785409962 1010.4113171581521
32 31381 189.229204 62.298689 2582.366179859053 1022.7584402865905
33 31383 189.233628 62.29864 2458.972859213667 1019.8237670853032
34 31399 189.263967 62.299512 1612.7923207581553 1072.4076441481411
35 31404 189.234412 62.298755 2437.1063103045963 1026.7255976606375
36 31441 189.242265 62.299274 2218.0794562465453 1057.8985163497618
37 31525 189.23988 62.300083 2284.608422401425 1106.4257619568743
38 31586 189.225587 62.299713 2683.2477535664366 1084.2004072454274
39 31621 189.25633 62.31188 1826.11333612003 1814.3846939794475
40 31664 189.282191 62.300279 1104.5451319134245 1118.776872501634
41 31679 189.28014 62.300569 1161.7619215845789 1136.1304379703688
42 31682 189.220707 62.300895 2819.3461848626775 1155.131988270965
43 31697 189.252656 62.300728 1928.2943247502026 1145.2229681537792
44 31751 189.311544 62.301866 286.00405401392436 1214.860287916952
45 31761 189.226281 62.301002 2663.888743917145 1161.539677966075
46 31786 189.239737 62.301041 2288.6066257496987 1163.9051276267164
47 31788 189.266821 62.301058 1533.2461801367826 1165.2129548988669
48 31808 189.311093 62.301264 298.53589306512004 1178.7241988321148
49 31818 189.281272 62.301169 1130.2197132125784 1172.1558758418778
50 31867 189.256976 62.304007 1807.8962973190628 1342.0119305254757
51 31871 189.247893 62.301559 2061.148558354609 1195.0385660328866
52 31874 189.222189 62.303267 2777.999506109856 1297.447552650232
53 31952 189.210955 62.303674 3091.281080854649 1321.925912488774
54 31957 189.285044 62.30267 1025.0992045326711 1262.3046019085687
55 31972 189.262678 62.302331 1648.8327642396525 1241.5285150356503
56 31973 189.24555 62.302767 2126.5116420617906 1267.5003615023907
57 31985 189.291063 62.301944 857.1990008182347 1218.898738344862
58 32018 189.284643 62.302516 1036.274319648508 1253.0548785003575
59 32033 189.204558 62.303908 3269.669820823723 1336.0234468929411
60 32066 189.286373 62.303513 988.0810949703882 1312.9173384421556
61 32103 189.259172 62.305295 1746.6933071007916 1419.319885091336
62 32113 189.248609 62.30407 2041.2264803510898 1345.7047775571118
63 32135 189.201448 62.304114 3356.39292638446 1348.4177946445634
64 32149 189.258929 62.304447 1753.4456977353093 1368.4366446572603
65 32166 189.293026 62.303446 802.5430738491923 1309.0724572610961
66 32183 189.2843 62.303841 1045.908335332544 1332.5466864769987
67 32229 189.264261 62.304327 1604.7513926721258 1361.3124054470172
68 32250 189.234281 62.303975 2440.7874996510236 1339.9255872812446
69 32275 189.213604 62.304125 3017.4018021691063 1348.9672862516327
70 32301 189.292164 62.304115 826.6213482021958 1349.1887218026586
71 32309 189.274177 62.304811 1328.249081797143 1390.5259199118173
72 32329 189.250974 62.304404 1975.281208899807 1365.7663759838906
73 32340 189.26032 62.305648 1714.6909786026608 1440.5153059806162
74 32418 189.255221 62.306407 1856.8968225796907 1485.9913059108658
75 32427 189.320109 62.30672 47.548058469896205 1506.422303736028
76 32485 189.219369 62.30544 2856.623642051338 1427.837227919148
77 32545 189.233385 62.30586 2465.782438505752 1453.0237035715836
78 32583 189.318788 62.306019 84.32463900186485 1464.3105791786675
79 32594 189.22942 62.306841 2576.3475980369003 1511.8790215590889
80 32595 189.276244 62.30601 1270.6614836965146 1462.5074894329846
81 32606 189.26802 62.306142 1499.9922233433717 1470.2732956978143
82 32625 189.225034 62.306588 2698.6485134553714 1496.7016378381322
83 32632 189.272757 62.306803 1367.9287750916938 1510.0185974279248
84 32637 189.254689 62.306336 1871.7297120552466 1481.7252638911214
85 32649 189.249976 62.306779 2003.1588859609074 1508.2571377628847
86 32660 189.289474 62.308401 901.8782973876805 1606.2768435916314
87 32671 189.272764 62.307076 1367.7447527338209 1526.398747862273
88 32695 189.318577 62.306914 90.28296812968892 1518.0024173363672
89 32713 189.22026 62.307201 2831.764024744867 1533.493972497101
90 32719 189.269131 62.307222 1469.0527090664727 1535.092493869346
91 32744 189.200206 62.307729 3390.933045531656 1565.3329124008706
92 32799 189.199451 62.30803 3411.9768534915092 1583.4023012315738
93 32843 189.261652 62.308781 1677.643658390134 1628.514098213369
94 32867 189.250672 62.307998 1983.7763562989912 1581.40373479739
95 32870 189.279954 62.308406 1167.3222545131157 1606.3467374951724
96 32872 189.239582 62.308222 2293.0024471777306 1594.7648728972
97 32905 189.271568 62.308716 1401.1592523999298 1624.7764143151253
98 32965 189.206361 62.309197 3219.280621601176 1653.345820122653
99 32971 189.285325 62.308939 1017.592068221471 1638.4517904444256
100 32985 189.25782 62.30883 1784.4903208699525 1631.4027241528456
101 32992 189.202703 62.309744 3321.2598761551562 1686.2038316146045
