metallicities age
0.024 1.6999999999999997
0.023 1.7999999999999998
0.024 1.5999999999999996
0.023 1.7999999999999998
0.023 1.5999999999999996
0.03 1.7999999999999998
0.023 1.7999999999999998
0.03 1.7999999999999998
0.023 1.6999999999999997
0.026000000000000002 1.6999999999999997
0.023 1.6999999999999997
0.023 1.6999999999999997
0.022 1.7999999999999998
0.023 1.7999999999999998
0.025 1.6999999999999997
0.025 1.4999999999999998
0.023 1.7999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.026000000000000002 1.4999999999999998
0.028000000000000004 1.5999999999999996
0.023 1.7999999999999998
0.022 1.7999999999999998
0.023 1.6999999999999997
0.023 1.5999999999999996
0.028999999999999998 1.4
0.024 1.4999999999999998
0.025 1.4999999999999998
0.025 1.4999999999999998
0.025 1.4999999999999998
0.023 1.7999999999999998
0.028000000000000004 1.5999999999999996
0.023 1.6999999999999997
0.026000000000000002 1.8999999999999997
0.023 1.7999999999999998
0.023 1.6999999999999997
0.03 1.7999999999999998
0.020999999999999998 1.8999999999999997
0.027000000000000003 1.5999999999999996
0.022 1.8999999999999997
0.024 1.4999999999999998
0.028000000000000004 1.4
0.019000000000000003 2.0999999999999996
0.023 1.5999999999999996
0.023 1.6999999999999997
0.024 1.6999999999999997
0.023 1.6999999999999997
0.023 1.5999999999999996
0.020000000000000004 1.9999999999999996
0.023 1.7999999999999998
0.023 1.6999999999999997
0.023 1.7999999999999998
0.023 1.7999999999999998
0.023 1.6999999999999997
0.022 1.7999999999999998
0.023 1.7999999999999998
0.026000000000000002 1.6999999999999997
0.024 1.5999999999999996
0.028000000000000004 1.5999999999999996
0.025 1.6999999999999997
0.028999999999999998 1.4
0.025 1.4999999999999998
0.016 2.1999999999999997
0.023 1.6999999999999997
0.024 1.5999999999999996
0.024 1.4999999999999998
0.024 1.5999999999999996
0.025 1.4999999999999998
0.028999999999999998 1.4
0.020999999999999998 1.8999999999999997
0.024 1.4999999999999998
0.027000000000000003 1.4
0.028000000000000004 1.5999999999999996
0.023 1.7999999999999998
0.027000000000000003 1.5999999999999996
0.023 1.5999999999999996
0.028999999999999998 1.4
0.023 1.5999999999999996
0.020999999999999998 1.8999999999999997
0.024 1.4999999999999998
0.023 1.6999999999999997
0.027000000000000003 1.4
0.023 1.5999999999999996
0.024 1.4999999999999998
0.023 1.5999999999999996
0.023 1.5999999999999996
0.023 1.7999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.027000000000000003 1.5999999999999996
0.028999999999999998 1.7999999999999998
0.023 1.5999999999999996
0.023 1.6999999999999997
0.023 1.6999999999999997
0.023 1.5999999999999996
0.024 1.5999999999999996
0.023 1.7999999999999998
0.023 1.6999999999999997
0.020999999999999998 1.8999999999999997
0.023 1.7999999999999998
0.024 1.7999999999999998
0.025 1.4999999999999998
0.025 1.6999999999999997
0.023 1.7999999999999998
0.025 1.4999999999999998
0.03 1.7999999999999998
0.024 1.5999999999999996
0.023 1.6999999999999997
0.023 1.6999999999999997
0.022 1.8999999999999997
0.023 1.6999999999999997
0.024 1.5999999999999996
0.03 1.4
0.024 1.5999999999999996
0.028000000000000004 1.4
0.022 1.7999999999999998
0.025 1.6999999999999997
0.023 1.6999999999999997
0.019000000000000003 1.9999999999999996
0.025 1.4999999999999998
0.023 1.5999999999999996
0.023 1.7999999999999998
0.023 1.5999999999999996
0.024 1.5999999999999996
0.023 1.5999999999999996
0.024 1.4999999999999998
0.027000000000000003 1.5999999999999996
0.023 1.7999999999999998
0.027000000000000003 1.4
0.026000000000000002 1.6999999999999997
0.023 1.6999999999999997
0.024 1.4999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.028000000000000004 1.5999999999999996
0.024 1.4999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.028999999999999998 1.7999999999999998
0.023 1.5999999999999996
0.028000000000000004 1.5999999999999996
0.027000000000000003 1.5999999999999996
0.023 1.7999999999999998
0.024 1.4999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.023 1.7999999999999998
0.023 1.7999999999999998
0.024 1.5999999999999996
0.023 1.5999999999999996
0.023 1.5999999999999996
0.024 1.4999999999999998
0.025 1.6999999999999997
0.024 1.6999999999999997
0.023 1.6999999999999997
0.020999999999999998 1.8999999999999997
0.022 1.7999999999999998
0.026000000000000002 1.6999999999999997
0.026000000000000002 1.8999999999999997
0.027000000000000003 1.5999999999999996
0.028000000000000004 1.5999999999999996
0.028000000000000004 1.4
0.023 1.5999999999999996
0.022 1.7999999999999998
0.027000000000000003 1.5999999999999996
0.024 1.4999999999999998
0.022 1.7999999999999998
0.028000000000000004 1.4
0.024 1.4999999999999998
0.023 1.6999999999999997
0.023 1.6999999999999997
0.028999999999999998 1.4
0.023 1.7999999999999998
0.024 1.5999999999999996
0.023 1.5999999999999996
0.024 1.4999999999999998
0.028000000000000004 1.5999999999999996
0.023 1.5999999999999996
0.024 1.5999999999999996
0.024 1.4999999999999998
0.020999999999999998 1.8999999999999997
0.027000000000000003 1.5999999999999996
0.027000000000000003 1.5999999999999996
0.024 1.5999999999999996
0.023 1.7999999999999998
0.024 1.4999999999999998
0.027000000000000003 1.5999999999999996
0.024 1.6999999999999997
0.024 1.4999999999999998
0.022 1.6999999999999997
0.024 1.5999999999999996
0.023 1.5999999999999996
0.024 1.5999999999999996
0.025 1.4999999999999998
0.024 1.5999999999999996
0.020999999999999998 1.8999999999999997
0.023 1.6999999999999997
0.023 1.6999999999999997
0.023 1.6999999999999997
0.023 1.5999999999999996
0.025 1.4999999999999998
0.025 1.4999999999999998
0.023 1.5999999999999996
0.025 1.4999999999999998
0.022 1.7999999999999998
0.024 1.4999999999999998
0.03 1.7999999999999998
0.023 1.7999999999999998
0.023 1.6999999999999997
0.023 1.7999999999999998
0.023 1.5999999999999996
0.028000000000000004 1.4
0.026000000000000002 1.6999999999999997
0.028999999999999998 1.4
0.024 1.4999999999999998
0.027000000000000003 1.5999999999999996
0.023 1.6999999999999997
0.024 1.5999999999999996
0.024 1.4999999999999998
0.023 1.7999999999999998
0.022 1.7999999999999998
0.023 1.5999999999999996
0.03 1.7999999999999998
0.015000000000000001 2.3
0.023 1.6999999999999997
0.023 1.6999999999999997
0.023 1.5999999999999996
0.022 1.7999999999999998
0.023 1.6999999999999997
0.023 1.7999999999999998
0.023 1.7999999999999998
0.028000000000000004 1.4
0.024 1.4999999999999998
0.023 1.6999999999999997
0.025 1.4999999999999998
0.023 1.6999999999999997
0.023 1.5999999999999996
0.022 1.7999999999999998
0.028999999999999998 1.7999999999999998
0.028000000000000004 1.5999999999999996
0.024 1.6999999999999997
0.023 1.6999999999999997
0.024 1.4999999999999998
0.023 1.6999999999999997
0.028000000000000004 1.5999999999999996
0.027000000000000003 1.6999999999999997
0.025 1.4999999999999998
0.024 1.6999999999999997
0.028000000000000004 1.5999999999999996
0.024 1.6999999999999997
0.027000000000000003 1.5999999999999996
0.023 1.6999999999999997
0.023 1.7999999999999998
0.025 1.4999999999999998
0.03 1.7999999999999998
0.023 1.7999999999999998
0.024 1.4999999999999998
0.023 1.6999999999999997
0.022 1.7999999999999998
0.023 1.5999999999999996
0.027000000000000003 1.5999999999999996
0.03 1.4
0.023 1.6999999999999997
0.028999999999999998 1.4
0.023 1.7999999999999998
0.023 1.7999999999999998
0.023 1.5999999999999996
0.023 1.6999999999999997
0.024 1.4999999999999998
0.023 1.6999999999999997
0.025 1.4999999999999998
0.023 1.5999999999999996
0.024 1.5999999999999996
0.023 1.6999999999999997
0.023 1.6999999999999997
0.024 1.6999999999999997
0.025 1.4999999999999998
0.027000000000000003 1.5999999999999996
0.023 1.6999999999999997
0.020999999999999998 1.8999999999999997
0.023 1.7999999999999998
0.023 1.5999999999999996
0.028000000000000004 1.5999999999999996
