metallicities age
0.023 4.999999999999999
0.020999999999999998 5.499999999999999
0.023 5.099999999999999
0.028999999999999998 3.7999999999999994
0.027000000000000003 3.8999999999999995
0.024 4.899999999999999
0.024 4.799999999999999
0.020999999999999998 5.299999999999999
0.024 4.799999999999999
0.020999999999999998 5.399999999999999
0.022 5.299999999999999
0.023 4.999999999999999
0.022 5.299999999999999
0.020999999999999998 5.299999999999999
0.023 5.099999999999999
0.023 4.899999999999999
0.022 5.399999999999999
0.022 5.099999999999999
0.028000000000000004 3.8999999999999995
0.023 4.899999999999999
0.024 4.799999999999999
0.024 4.799999999999999
0.023 4.899999999999999
0.024 4.799999999999999
0.026000000000000002 4.199999999999999
0.024 4.899999999999999
0.023 4.899999999999999
0.024 4.899999999999999
0.022 5.299999999999999
0.023 4.999999999999999
0.023 5.099999999999999
0.024 4.899999999999999
0.023 4.999999999999999
0.024 4.999999999999999
0.024 4.699999999999999
0.020999999999999998 5.399999999999999
0.026000000000000002 4.1
0.023 4.999999999999999
0.026000000000000002 4.199999999999999
0.027000000000000003 4.1
0.024 4.999999999999999
0.023 5.099999999999999
0.020999999999999998 5.399999999999999
0.022 5.199999999999999
0.023 4.999999999999999
0.022 5.199999999999999
0.023 4.999999999999999
0.020000000000000004 5.499999999999999
0.024 4.699999999999999
0.020999999999999998 5.399999999999999
0.027000000000000003 4.1
0.022 5.299999999999999
0.023 4.999999999999999
0.026000000000000002 4.1
0.023 5.099999999999999
0.020999999999999998 5.399999999999999
0.023 4.999999999999999
0.020999999999999998 5.399999999999999
0.023 4.899999999999999
0.023 5.099999999999999
0.020999999999999998 5.399999999999999
0.028000000000000004 3.7999999999999994
0.022 5.299999999999999
0.020999999999999998 5.399999999999999
0.023 4.999999999999999
0.027000000000000003 4.1
0.020999999999999998 5.399999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.024 4.699999999999999
0.023 5.099999999999999
0.020999999999999998 5.299999999999999
0.022 5.299999999999999
0.023 5.099999999999999
0.022 5.199999999999999
0.024 4.799999999999999
0.023 4.999999999999999
0.023 4.999999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.020999999999999998 5.399999999999999
0.020000000000000004 5.499999999999999
0.023 4.999999999999999
0.020999999999999998 5.199999999999999
0.022 5.199999999999999
0.023 4.899999999999999
0.026000000000000002 4.199999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.023 4.999999999999999
0.020999999999999998 5.399999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.023 5.099999999999999
0.020999999999999998 5.299999999999999
0.022 5.199999999999999
0.024 4.499999999999999
0.023 4.899999999999999
0.023 5.099999999999999
0.024 4.699999999999999
0.020999999999999998 5.399999999999999
0.028000000000000004 3.8999999999999995
0.020000000000000004 5.499999999999999
0.020999999999999998 5.399999999999999
0.020999999999999998 5.399999999999999
0.024 4.899999999999999
0.023 4.999999999999999
0.023 4.999999999999999
0.020999999999999998 5.399999999999999
0.026000000000000002 4.199999999999999
0.020999999999999998 5.199999999999999
0.023 4.999999999999999
0.023 4.999999999999999
0.024 4.799999999999999
0.023 4.999999999999999
0.022 5.299999999999999
0.026000000000000002 4.199999999999999
0.024 4.799999999999999
0.023 4.999999999999999
0.022 5.199999999999999
