wv flux sim_flux error best_fit_flux
0.6024954888205943 0.0013894795021476012 0.002864258828142228 0.0013881031035518879 2.3178242014116772e-05
0.6798774834927327 0.0010361263185448583 -0.002100245576029001 0.0013946820856929963 3.0058350746751707e-05
0.6860332854009485 0.0011237066357963762 0.0015807267896522778 0.00139554504708196 3.382883628621714e-05
0.6923358270925476 0.0011961020892441354 -0.0007805026274947137 0.0013962420989585389 3.7915820236901646e-05
0.6988053151311685 0.0012821396120391538 0.00076060119334891 0.001397074746459274 4.320760510570789e-05
0.7054351170328494 0.0013715384765060471 0.0005831229506387521 0.0013979349164810692 5.187151718533823e-05
0.7122254455746909 0.0014387666539865042 0.004403897601461493 0.0013985575958381526 7.118144864028445e-05
0.7191798349391124 0.0015249261046433608 0.00091541259170855 0.0013993634496748608 0.00011376137312035965
0.7263172675803488 0.0016827996273053737 0.0021332372125493137 0.00140088257264539 0.0001735629299788305
0.7336442399236287 0.0019196478951935248 0.0032251427897125795 0.001403172596455874 0.00024665405673496846
0.7411476866192758 0.0022421255138811453 0.003313798171008398 0.001406290343948524 0.0003592730553516854
0.74885536987851 0.002610050613721471 0.003636725224628305 0.0014098328965200168 0.0004941669320239576
0.7567638769608438 0.0028242559470990627 0.0030126292382410074 0.0014118178558079441 0.0005711031435116278
0.7648753543529766 0.0028884023191828446 0.0030777635340488744 0.0014123027104244639 0.0006076208335921002
0.7732105969224792 0.0030522101020368933 0.002117528420971241 0.0014137390488060209 0.000738577176726569
0.7817620224044457 0.0036378036606634456 0.004858611199007571 0.001419220473023781 0.0012249896736144365
0.7905437278998475 0.004843670431098945 0.006037389160506106 0.001430575666642851 0.002257889422558203
0.7995682990835928 0.0061592334858886506 0.005481441970386503 0.0014427477335123215 0.0034313010020594974
0.8088270674333922 0.007351263040004143 0.008355988120575242 0.0014535350478583056 0.0045644622724979374
0.8183418088138193 0.008584890522634801 0.008598484059833248 0.00146454967601314 0.005708333228676775
0.8281213710495698 0.009614869090652796 0.007815914292575228 0.0014734900303246493 0.006624319632355433
0.8381632252130756 0.01068949070172759 0.01106199284334078 0.0014826998994625985 0.00757890604237736
0.8484769844805841 0.011764889075800703 0.008430203150565857 0.0014918071902144372 0.00857220556200585
0.8590716213638419 0.012102928510985782 0.009058655336197078 0.0014941864496750504 0.008958589279051386
0.8699550721065319 0.012288587835869174 0.010885572254481026 0.0014951615654114157 0.009217250142200668
0.8811345691434173 0.013307682887622999 0.012727948589072696 0.0015034490710990548 0.010214855888340217
0.8926164059756965 0.014601283065138379 0.013698895925892692 0.001513940398534584 0.011423617680077226
0.904406016120264 0.01562576617601109 0.013598375200966597 0.0015218504578861241 0.012319224493870224
0.9165078232919142 0.017433200248336184 0.01826180718261839 0.001536250035397636 0.01395386291861745
0.9289255380224837 0.01982761117465213 0.021366750769424632 0.0015552563623536784 0.016271413948008507
0.9416800844295095 0.021227021089653044 0.020480873562854933 0.0015655940138642583 0.017682516429063745
0.954757922890753 0.022596846219464367 0.02388257565004717 0.0015754465882237593 0.018992966769070196
0.9681655972814562 0.025538747929268645 0.027667233618269237 0.0015976941269506756 0.021830904490732012
0.9819158207688717 0.028937690211414496 0.031099083309782744 0.0016229642350613018 0.025243478598671362
0.9959981927370158 0.030781144627246706 0.031267801614769254 0.0016355695681063184 0.027159935336631993
1.0104222177520512 0.031892252037510505 0.0323379246224823 0.0016423455643999538 0.02824937458569145
1.0251871827790946 0.033668153730206166 0.032272808448417845 0.0016540575092038397 0.02995581130988093
1.0402862726990512 0.035440885537250714 0.03205110276046768 0.001665494896882713 0.0316738448069258
1.0557198281924247 0.03670863095606015 0.039046109486224154 0.0016729693198625907 0.03288830770830444
1.0714898376307211 0.037744190870727924 0.03774151051144338 0.0016787169941859022 0.03389463679547899
1.0875877163842513 0.03684037658396809 0.03709875235646128 0.001670348950122879 0.033044051083692925
1.104006533920936 0.033754582212907044 0.035766371358890686 0.001646054096017137 0.02987809540616406
1.1207395248796759 0.03278186937311394 0.031749057328600526 0.0016371317594627934 0.02863642007151566
1.1377781502879116 0.03729227323552074 0.03816572301241215 0.0016677245732850884 0.032947354524722985
1.1551158212859407 0.043884204413176406 0.04259035654506746 0.001711920302222401 0.03960395745397688
1.1727403237610945 0.04570167690428032 0.04451551803848994 0.0017219241869012526 0.041504561992098385
1.190638059814936 0.045048031016069426 0.04453932498743858 0.0017148839260303697 0.04070203467128559
1.208795814444236 0.048355956074839494 0.04665579195950093 0.0017346238095286872 0.04373984990339315
1.2272038274968164 0.056897697372394626 0.058522349951874136 0.0017879038110221663 0.05206858343872755
1.2458459059263047 0.06975708388040827 0.07190909606363705 0.0018663929718687334 0.06507616221226276
1.2647046149609256 0.07709286084465583 0.08153583441660804 0.0019080366470676322 0.07293544969733544
1.2837703169412418 0.073484991361467 0.07583318040540854 0.0018825175107003878 0.0695709296038231
1.3030203614670928 0.06742105963265067 0.06579188007308286 0.001841989442952717 0.06335798886805945
1.3224455259176782 0.07106416754501711 0.07054636339833077 0.001860889430233004 0.06679980706866966
1.3420237208724042 0.0867310470419286 0.08745655217412802 0.0019502117908413957 0.08269894404076651
1.3617432290662455 0.10327548601386326 0.10421189299604017 0.0020400694857139884 0.09977650679320332
1.3815854704877728 0.1140594204412376 0.11334292933130341 0.002094760318235482 0.11104007467190882
1.4015354314822852 0.12049803910757616 0.12213996138650055 0.0021247150194244812 0.11785845767136098
1.4215790403804203 0.1259796522746088 0.12723867369037134 0.0021490847964280506 0.12366782707481618
1.4416998638203056 0.13155126244867962 0.13446960006191808 0.002173531194946506 0.12956051367553287
1.4618841077787084 0.13550056508892053 0.13796349565487795 0.0021893172799546654 0.13383342176560567
1.48211848098785 0.13669883712377712 0.13667717370803417 0.0021908542028400936 0.13524960964286772
1.502388965910429 0.13656277293484656 0.13667973656932442 0.002185540521427003 0.13514732992171322
1.522683417390884 0.1398572627365764 0.13883533807009402 0.0021976634666401196 0.13841928382224525
1.5429900557396328 0.14676694945219543 0.1464543197598387 0.0022277445832596457 0.14557802429710634
