Filename Metallcity Z- Z+ Age A- A+ Redshift z- z+ metal_max age_max z_max
../extractions_quiescent_mar17/GS1-G102_44620.1D.fits 0.025170505437450055 -0.016470505437450055 0.016829494562549948 2.6490300794433077 -1.5196513219282777 1.7603887582320432 1.4312856907632379 -0.3190612418654424 0.3883535877938764 62.0 2.0 1.06
../extractions_quiescent_mar17/GS1-G102_47677.1D.fits 0.023271512667362996 -0.016171512667362997 0.017728487332637006 2.5343133939903373 -1.6131911495013593 1.8751054436850136 1.3927697755324766 -0.31862147893929027 0.382781326671932 42.0 1.4 1.02
../extractions_quiescent_mar17/GS1-G102_47691.1D.fits 0.01832259514116255 -0.01442259514116255 0.019077404858837452 2.333511004329137 -1.7247735293792372 2.3101964105005224 1.1416810469230607 -0.11763295073067592 0.09078388293665873 32.0 0.06 1.02
../extractions_quiescent_mar17/GS2-G102_44824.1D.fits 0.02536307493849672 -0.016563074938496722 0.016736925061503285 2.5963183937115657 -1.4929717003247922 1.7350042515790154 1.4803397295765606 -0.2839469440054183 0.28919934857975194 62.0 2.0 1.4100000000000001
../extractions_quiescent_mar17/GS2-G102_45972.1D.fits 0.01763979951285574 -0.013639799512855742 0.018860200487144263 2.8319873994453744 -1.8327689625716268 2.514585746847211 1.1146893462943357 -0.09665327415004721 0.07969943126077439 32.0 0.06 1.0
../extractions_quiescent_mar17/GS2-G102_46846.1D.fits 0.01679807698872722 -0.011298076988727219 0.018101923011272787 3.4315995717268324 -1.729515403390159 2.539743113643909 1.0360717959493184 -0.0260517558691582 0.022044436515611388 42.0 2.0 1.02
../extractions_quiescent_mar17/GS2-G102_48631.1D.fits 0.017444929147997126 -0.014644929147997126 0.01935507085200288 1.591612886147134 -1.4514525655058512 2.0628760918087776 1.1832149876883709 -0.16718292356011433 0.1835184792454969 22.0 0.03 1.0
../extractions_quiescent_mar17/GS3-G102_35774.1D.fits 0.023881109151570046 -0.015481109151570046 0.01731889084842996 2.828523771111851 -1.5689846929555382 1.8932798361025776 1.2171132982686077 -0.15498904977161376 0.08949992818429808 52.0 1.4 1.22
../extractions_quiescent_mar17/GS3-G102_36095.1D.fits 0.023119643355995072 -0.016219643355995073 0.017780356644004933 2.466936885203962 -1.6499428972280104 1.8904178242148753 1.4301568264923012 -0.3439844818029225 0.35140629976020366 32.0 0.14 1.01
../extractions_quiescent_mar17/GS3-G102_38785.1D.fits 0.02118728718122942 -0.015087287181229418 0.018312712818770588 2.6651563171452253 -1.6659378802714777 2.030615225940947 1.2550357673409394 -0.2109475909882339 0.19185802023421084 42.0 1.4 1.0
../extractions_quiescent_mar17/GS3-G102_39804.1D.fits 0.024619961832470595 -0.016319961832470593 0.017080038167529413 2.5824815583072978 -1.5051669290487806 1.7488410869832833 1.470862013734186 -0.29651331633939626 0.30268508045419074 52.0 2.0 1.34
../extractions_quiescent_mar17/GS3-G102_39805.1D.fits 0.023030890814480887 -0.016130890814480887 0.01786910918551912 2.4912836668399714 -1.6222255506075065 1.8921031067071223 1.4047668239193487 -0.32661051129409824 0.3607642382048999 32.0 1.4 1.0
../extractions_quiescent_mar17/GS3-G102_39825.1D.fits 0.023710873783440323 -0.016410873783440322 0.01758912621655968 2.469526150165931 -1.6525321621899791 1.8878285592529065 1.4318003520850338 -0.34362399937962285 0.35978281424763137 32.0 1.4 1.01
../extractions_quiescent_mar17/GS3-G102_40597.1D.fits 0.02188871868740952 -0.01438871868740952 0.017911281312590482 3.00581867800434 -1.5640551509502316 1.9763055704926544 1.1713435337009293 -0.12324734131615966 0.07715346028704673 52.0 1.4 1.22
../extractions_quiescent_mar17/GS3-G102_41520.1D.fits 0.027180877254745776 -0.017080877254745774 0.015819122745254228 2.635680746791366 -1.4802699251480793 1.7216739626274715 1.5074036692768373 -0.2689267153690218 0.2761634649916995 72.0 3.0 1.6
../extractions_quiescent_mar17/GS3-G102_42113.1D.fits 0.027467501275987984 -0.016667501275987984 0.015632498724012022 2.653073045345639 -1.4195660313175826 1.6782495999449423 1.5319994161282697 -0.20935412554710742 0.21349156583565798 72.0 3.0 1.6099999999999999
../extractions_quiescent_mar17/GS5-G102_38513.1D.fits 0.022938684748727994 -0.015838684748727995 0.01786131525127201 2.5930822104827267 -1.5678317094807226 1.8423686913208805 1.3906592366504897 -0.30649089997714296 0.34481170523327775 42.0 1.4 1.04
../extractions_quiescent_mar17/GS5-G102_39825.1D.fits 0.021841495347951254 -0.015841495347951255 0.01825850465204875 2.291498290876275 -1.7608570083111446 2.039824354414306 1.357686951861334 -0.3055827434445002 0.3998280781987864 22.0 0.04 1.0
../extractions_quiescent_mar17/GS5-G102_40223.1D.fits 0.024596789881550972 -0.01669678988155097 0.017203210118449032 2.496893272951066 -1.627835156718601 1.8344293723395153 1.464277076701291 -0.3360205636752389 0.3232980735993103 42.0 1.4 1.0
../extractions_quiescent_mar17/GS5-G102_40476.1D.fits 0.022488620454423264 -0.015488620454423263 0.01791137954557674 2.809094038347171 -1.6536832167038846 2.0168378253802834 1.2621846560294145 -0.21609247166067713 0.17468909146557543 42.0 1.4 1.04
../extractions_quiescent_mar17/GS5-G102_40623.1D.fits 0.02507213548874513 -0.016672135488745132 0.016927864511254873 2.5537184177247134 -1.5544999808509659 1.7776042275658677 1.4779672606576766 -0.3116345953270152 0.3055998736108603 62.0 2.0 1.42
