wv flux sim_flux error best_fit_flux
2.870821137400157 0.06216099127575631 0.06158406583222744 0.002466124516938509 0.06275150924699574
2.87262032634343 0.06290218852061143 0.06390949651157564 0.0024706769325513653 0.06381986192984114
2.874419515286703 0.06357407444558758 0.06125343771347799 0.0024755139317275904 0.06454719150755373
2.8762186907490643 0.06428956012588873 0.06239237739633894 0.0024806589685421234 0.06530041399083206
2.8780178654398654 0.06500537718704645 0.06474519286935465 0.0024857953055055734 0.06605555412266131
2.879817026158353 0.06572140652117836 0.064646685974453 0.002490922934922595 0.06681254994584097
2.881616186876841 0.06646562568093582 0.06795499014963693 0.0024962451657280556 0.06758761662454194
2.8834153475953284 0.06722722721443002 0.06657224678673143 0.002501682269584572 0.06837454716387273
2.8852145066312045 0.06798895959272375 0.06944835704553774 0.002507109715379577 0.06916335993973258
2.8870136532376316 0.06875019695291837 0.06514368001518578 0.002512527390516999 0.06995342180544667
2.8888127973903783 0.06944823054925699 0.06964858434086352 0.0025174796398305327 0.07067371919171757
2.890611929884966 0.07012242895147358 0.0726059828422065 0.002522255163493749 0.07136862389992768
2.892411062379554 0.07079644813633293 0.07277079004778746 0.002527023249985094 0.07206489129217077
2.894210194874142 0.07146915841739758 0.07344497139807767 0.0025317836717305693 0.07276128284602627
2.8960093233733524 0.07197315171354929 0.07425239338859789 0.002535327087246432 0.07327301746837239
2.897808441756322 0.07244350308185951 0.07621053128308664 0.0025386340734263324 0.073748677185937
2.8996075601392923 0.07291360625462483 0.06940328087031389 0.0025419374742096383 0.07422507424578226
2.9014066785222625 0.0733829505467284 0.0729128054581342 0.002545237178680866 0.07470162879628146
2.9032057913686367 0.07375458390227617 0.07081451820900263 0.0025478347255472075 0.07506900449920019
2.9050048956402104 0.0741201228325625 0.07649449046387977 0.0025503917124817393 0.07543023782094277
2.906803968378164 0.07448566120087532 0.07598771914279939 0.002552946555806203 0.07579219304494905
2.9086030020960756 0.07485799134996592 0.0708818358513349 0.002555542375909446 0.07616248351395302
2.9104020901923087 0.07532964916742507 0.07842975226457564 0.0025588424781032492 0.07664496773662889
2.9122012323491715 0.07580208229422343 0.07458667459418994 0.002562139391535791 0.07712934025798493
2.914000337752343 0.07627448432949561 0.0795545926714878 0.0025654327695367163 0.0776147222909665
2.9157994138017878 0.07674398962792174 0.08132493668223262 0.0025687027509172806 0.07810081102547195
