#OK
#SQL= SELECT     
#	     c.galaxyID, c.z_geo, c.z_app, g.redshift,     
#	     c.ra, c.dec, g.stellarmass, g.sfr,     
#	     g.massWeightedAge, g.rbandweightedage,g.metalsStellarMass    
#	FROM    
#	     Henriques2014a.cones.MRscPlanck1_BC03_001 c,        
#	     Henriques2014a..MRscPlanck1 g    
#	WHERE    
#	     g.galaxyId = c.galaxyId and     
#	     g.stellarmass > 5 and      
#	     g.redshift between 0.1 and 1.8 and    
#	     g.sfr / g.stellarmass < 1    
#	/* stellar mass > 5e10 and sSFR < 1e-10 */
#	ORDER by g.redshift
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2018-01-09 01:05:09.914 CET
#QUERYTIME 70831 millisec
#COLUMN 1 name=galaxyID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=z_geo JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z_app JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=redshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=ra JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=dec JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=stellarmass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=sfr JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=massWeightedAge JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=rbandweightedage JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=metalsStellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
galaxyID,z_geo,z_app,redshift,ra,dec,stellarmass,sfr,massWeightedAge,rbandweightedage,metalsStellarMass
409011154000014,0.3000371,0.3007392,0.30621117,359.6798,0.1955394,5.641836,1.4348027,4.508528,3.3956592,0.086548604
410000074000014,0.31089494,0.31070203,0.30621117,0.16984995,0.64715356,10.067558,5.500066,6.6678996,5.7358475,0.14947101
409010910000014,0.30708042,0.30622622,0.30621117,0.85152006,0.42097288,7.1306367,0.0,7.476997,7.370425,0.11170791
410013430000172,0.32474783,0.3254581,0.30621117,0.5844849,-0.44644508,5.5878468,2.0753036E-5,5.171799,4.709398,0.07685886
410013356000014,0.32878864,0.32804468,0.30621117,359.02084,0.06502731,10.151077,1.9335687E-4,7.9837875,7.8059497,0.19556998
410013365002055,0.3293528,0.3309775,0.30621117,359.93735,-0.21418849,7.241663,2.9607801,5.601877,4.1962414,0.13867763
409000103000014,0.28441757,0.28448611,0.30621117,359.80197,-0.30119237,10.505091,0.075837046,7.632495,7.5325723,0.18257019
414012051000014,0.28723648,0.28720734,0.30621117,359.32693,0.13997914,5.3208017,0.18321574,4.7498083,3.850077,0.07763955
409000315000014,0.28525376,0.2848972,0.30621117,0.54543364,-0.058977447,7.529385,2.783725,4.575195,3.1479485,0.15246893
410013375000014,0.32421023,0.32443896,0.30621117,0.60703176,-0.22144142,10.720617,0.0,5.2726183,5.0652,0.17945395
409010969000014,0.2946293,0.29428527,0.30621117,359.93124,-0.6196402,7.241703,0.07310433,6.3153954,5.787876,0.11503712
410013365000770,0.32935607,0.3278121,0.30621117,359.93472,-0.20073517,6.033876,1.5538032,4.969957,4.142395,0.06611858
410000081000014,0.3188049,0.31806636,0.30621117,0.1470078,0.28765693,6.3434873,0.0,7.4933214,7.217515,0.09772379
410000089000014,0.3181256,0.3184519,0.30621117,0.8079162,0.27113762,10.781396,10.744613,4.701242,3.0062394,0.16925865
387016167004265,0.35560215,0.35593268,0.35295114,0.24502732,-0.23967591,7.2079887,0.004986195,5.833644,5.6079316,0.10352992
387016199000015,0.34430137,0.3412299,0.35295114,0.6147852,-0.253015,5.080996,0.013896007,6.7419176,6.378505,0.077281654
387016168002128,0.3303856,0.32902744,0.35295114,359.50864,-0.042219784,8.225483,0.0,6.7457056,6.480553,0.13150765
387016161004405,0.33637327,0.3353853,0.35295114,0.9490436,0.1388257,10.585587,0.0,7.7876043,7.7925696,0.23556581
391000132000015,0.3621311,0.3610468,0.35295114,0.2708226,-0.1756027,8.862146,0.050541393,6.245651,5.9177165,0.12910946
384000063000015,0.35800883,0.35728693,0.35295114,359.36526,-0.17392217,6.5519795,0.13582274,5.353712,4.749031,0.096062206
391000247000015,0.36671796,0.36632645,0.35295114,0.23100777,0.02350948,5.5664062,0.02166972,4.756949,4.2412663,0.078485884
387016293000015,0.35094175,0.35013902,0.35295114,359.93494,-0.47909117,5.465871,0.0,5.8167257,5.3975735,0.09500922
387016320000015,0.3313529,0.32953507,0.35295114,359.5727,-0.47019076,6.7197475,0.06924472,5.595908,5.264362,0.09048621
391015527000015,0.3681654,0.3678252,0.35295114,0.44200584,0.6023864,31.661337,0.0,7.596867,7.5322924,0.87002355
387016211000015,0.3299395,0.32967654,0.35295114,359.86023,-0.4674847,7.433186,1.2956511,5.4493213,4.249895,0.1337459
391015529003633,0.37320894,0.3752022,0.35295114,359.33795,-0.47205502,7.141178,5.621519,4.5747223,3.1570659,0.10614051
387016290000015,0.35487336,0.3544744,0.35295114,0.50536263,-0.5179348,5.1989274,0.7522347,4.6079245,3.8319445,0.073756486
388000058000973,0.34860536,0.3473196,0.35295114,0.25160596,0.5224076,7.8988657,6.816956E-6,6.695285,6.4503956,0.1355778
384000049000015,0.35659018,0.35583058,0.35295114,359.93588,-0.55977905,5.9576793,0.0,6.5622864,6.3194447,0.08417321
391000208000015,0.36987588,0.36940542,0.35295114,359.52747,0.6388439,6.782722,0.005054776,5.135854,4.474385,0.1302953
387000277000015,0.33449173,0.33374926,0.35295114,0.19314627,-0.94203496,6.134367,0.14671147,5.006436,4.3580084,0.08447567
384000056000015,0.35920104,0.35794076,0.35295114,0.04645944,-0.29722905,5.05865,0.0,6.4280553,6.189112,0.071201906
387016215000015,0.3345461,0.33440837,0.35295114,0.35842457,0.3845276,5.1298785,0.0,6.16996,5.954477,0.06723156
391000136003433,0.36613214,0.36439732,0.35295114,359.5077,0.69595194,5.600506,0.9555864,5.1163096,4.252423,0.08525481
391000122003868,0.35929072,0.3599542,0.35295114,0.0818498,0.35927016,7.208315,0.0026088771,7.144812,6.8257813,0.123848006
387016187000313,0.34170625,0.33965424,0.35295114,0.647535,-0.55738604,6.921818,0.01192656,5.69825,5.2576623,0.14101979
387016161013907,0.33586237,0.33685702,0.35295114,0.8875076,0.1162502,5.8348575,0.0,6.579058,6.4324646,0.1339956
387016209000015,0.33676022,0.3360991,0.35295114,0.8180516,-0.22231232,6.2322884,0.0,6.6372914,6.28312,0.07983319
387016236000015,0.34383917,0.34192318,0.35295114,0.20172276,-0.42057446,5.283873,0.008325192,5.6211953,5.1560707,0.08164491
387016187000015,0.34170708,0.3410844,0.35295114,0.64774233,-0.55748355,6.9672756,0.0,5.6595545,5.1428223,0.103594325
388009830000015,0.35799587,0.35758206,0.35295114,0.17245832,0.2711723,5.4344864,0.09490214,6.2389555,6.0066347,0.08277397
384000044000015,0.35598293,0.35555214,0.35295114,0.17090122,-0.7255978,5.2097535,0.0,6.8014016,6.467108,0.07619364
387016231001015,0.34332263,0.34186184,0.35295114,359.32846,0.2307865,5.2619696,0.0,5.4388757,5.0165486,0.08824495
388000058000015,0.34867448,0.34736457,0.35295114,0.25532103,0.5326321,8.617249,0.0,6.1979213,5.751286,0.14796466
387016188000015,0.35354173,0.35313112,0.35295114,0.07113315,-0.0051224576,5.329982,0.037594903,6.0166297,5.715389,0.06896512
376000061000015,0.36961257,0.3692819,0.35295114,0.969152,-0.15218745,25.913605,0.0,6.017737,5.482733,0.49894008
387016316000015,0.337785,0.33707103,0.35295114,359.4723,0.5777351,5.25782,0.0846014,5.614616,4.7507434,0.09331758
387016161005867,0.33645955,0.33595613,0.35295114,0.9257028,-0.039561402,6.4722586,0.4122876,3.0622017,2.587774,0.09047303
384000044001055,0.35597315,0.35462898,0.35295114,0.18470535,-0.6269505,5.9285693,0.0,5.6441298,5.257983,0.08253523
376000212000015,0.3687036,0.3682614,0.35295114,0.5587048,0.16518399,6.099148,0.06392444,5.170182,4.557423,0.10682043
384000052000015,0.36009005,0.35965183,0.35295114,359.84058,-0.2516612,8.267077,0.15455656,5.379573,4.7660255,0.1235542
387016219000015,0.34860945,0.34723803,0.35295114,359.5581,-0.040028,5.9740376,0.053099733,6.493003,6.2427506,0.08063594
391000172000015,0.36628926,0.36552408,0.35295114,359.88785,-0.19522396,7.451586,0.0,4.589763,3.6923075,0.10516194
387016198000015,0.35664272,0.35525227,0.35295114,0.21725053,-0.103721194,5.8786597,5.091951,4.2046614,2.9613123,0.06931254
387016212000015,0.35728803,0.35573974,0.35295114,0.52456886,-0.13494071,6.94983,0.0,5.924279,5.7352643,0.101062275
387016159038800,0.34049672,0.34008163,0.35295114,0.59845203,0.7551327,6.5046444,0.0,7.4648433,7.295268,0.10207147
388009900000391,0.35603538,0.3544102,0.35295114,359.87045,0.1739029,8.202855,7.364116,4.606144,3.0927038,0.188425
388000110000015,0.34225824,0.34088403,0.35295114,359.88354,0.96942186,5.843994,0.012257119,5.380924,4.9195666,0.07185105
387016176000015,0.33975977,0.33945903,0.35295114,359.58423,0.7450316,12.976463,0.0,6.870811,6.485691,0.2222288
