P(z) z
3090.818049227028 0.01
3043.554064030005 0.0201
3082.7782528940234 0.030301
3078.559176775439 0.04060401
3063.9507659741303 0.0510100501
2990.3063574041416 0.061520150601
2983.9163116949658 0.07213535210701
2815.203244036006 0.0828567056280801
2719.4468835920266 0.0936852726843609
2821.3740855119 0.10462212541120451
2783.5958152881267 0.11566834666531656
2745.055751868289 0.12682503013196972
2656.684370717527 0.13809328043328942
2505.437414817239 0.1494742132376223
2519.671310471713 0.16096895536999853
2508.1727672946495 0.1725786449236985
2457.032154036671 0.1843044313729355
2403.3665518855073 0.19614747568666485
2447.104078421523 0.2081089504435315
2438.759488881392 0.22019003994796682
2368.740459700638 0.23239194034744648
2276.5218251109204 0.24471585975092094
2322.6343518603308 0.25716301834843014
2231.1129912166284 0.2697346485319144
2059.247690623059 0.2824319950172336
1993.7940666382965 0.29525631496740595
2044.5408092182035 0.30820887811708003
1993.4887694652548 0.3212909668982508
1984.095433535124 0.33450387656723335
1957.6566119219276 0.3478489153329057
1919.1723230642936 0.36132740448623474
1859.7783120275944 0.3749406785310971
1794.6591221794347 0.38869008531640803
1723.7694010558998 0.4025769861695721
1645.7638588026202 0.41660275603126784
1550.7197399700124 0.4307687835915805
1470.0480713591876 0.4450764714274963
1402.8577571174455 0.45952723614177127
1322.767508629346 0.474122508503189
1253.6442595409653 0.4888637335882209
1169.8063303406063 0.5037523709241031
1085.646665509275 0.5187898946333441
1000.3069371937869 0.5339777935796776
916.1354466447787 0.5493175715154743
839.5079772158341 0.5648107472306291
775.6968814616317 0.5804588547029353
710.1903900649593 0.5962634432499647
652.6648370752433 0.6122260776824644
586.651017750088 0.6283483384592891
526.5440262487033 0.6446318218438819
475.4039903921847 0.6610781400623207
401.6920839265174 0.6776889214629439
331.75070353533783 0.6944658106775733
282.7488067567007 0.711410468784349
250.86932732898683 0.7285245734721925
228.73585494836283 0.7458098192069144
210.57913056277002 0.7632679173989835
180.18853790965963 0.7809005965729733
171.29130065143764 0.798709602538703
145.97777866428248 0.8166966985640901
119.13085663727955 0.834863665549731
105.30220339436706 0.8532123022052284
107.83211353036931 0.8717444252272807
109.23318947995686 0.8904618694795535
94.17715978091734 0.9093664881743491
80.18176922706529 0.9284601530560925
73.47197305443468 0.9477447545866534
69.30826204078306 0.96722220213252
58.36717559860584 0.9868944241538452
48.79251624155814 1.0067633683953836
44.63700636802003 1.0268310020793374
45.95989361669451 1.0470993121001309
46.788620163725064 1.067570305221132
47.26045869998941 1.0882460082733434
50.89595052724128 1.109128468356077
56.35327570424767 1.1302197530396376
62.09567123502949 1.151521950570034
67.13930232819064 1.1730371700757343
75.27487811941864 1.1947675417764916
80.502929447197 1.2167152171942566
88.4393700797695 1.2388823693661992
107.06708429921792 1.2612711930598612
138.48986936121725 1.2838839049904598
190.08732341244482 1.3067227440403644
257.7370627214557 1.329789971480768
330.66555430224236 1.3530878711955756
403.33800561785677 1.3766187499075313
482.66180722406 1.4003849374066066
570.2443061749937 1.4243887867806726
649.6053753315988 1.4486326746484792
735.0462776805193 1.473119001394964
823.3317486804251 1.4978501914089137
924.8342771257162 1.5228286933230029
1020.884580545009 1.548056980256233
1115.874838248148 1.5735375500587954
1224.0423640415543 1.5992729255593834
1336.5645052343611 1.6252656548149773
1430.275508357238 1.651518311363127
1506.8909374594577 1.6780334944767583
1572.7238930079952 1.7048138294215258
1649.2284371182182 1.731861967715741
1728.0663031272752 1.7591805873928983
1818.8778249338893 1.7867723932668274
1911.6796424660777 1.8146401171994957
2001.3413358506616 1.8427865183714907
2087.4458004751987 1.8712143835552055
2159.7966775799955 1.8999265273907575
2236.8487950944045 1.928925792664665
2323.361364464162 1.9582150505913116
2419.6649847984218 1.9877972010972247
2523.6122269318857 2.0176751731081968
2624.7700811016257 2.0478519248392786
2720.2726566130505 2.0783304440876713
2799.807335074978 2.109113748528548
2869.975299487988 2.140204886013833
2938.1997762497717 2.1716069348739717
3025.961265631684 2.203323004222711
3117.703277888436 2.2353562342649385
3201.252493157719 2.267709796607588
3304.888407634859 2.3003868945736636
3403.982347370555 2.3333907635194002
3484.333118356698 2.366724671154594
3558.221896943098 2.40039191786614
3625.9660940662247 2.4343958370448013
3699.0226566810593 2.4687397954152495
3785.976954370199 2.503427193369402
3874.162091701046 2.5384614653030964
3948.0882994972435 2.573846079956127
4008.4114526346534 2.6095845407556886
4052.4123846299794 2.6456803861632454
4082.462479934374 2.682137190024878
4109.405436943582 2.7189585619251266
4134.636043979143 2.756148147544378
4170.542110452642 2.793709629019822
4198.459028451231 2.83164672531002
4206.197624904244 2.8699631925631204
4199.572169569771 2.9086628244887516
4185.140540425327 2.947749452733639
4166.855489941896 2.987226947260975
4152.5586913483785 3.027099216733585
