P(z) z
1807.86913728756 0.01
1818.853654369365 0.0201
1821.0069191231846 0.030301
1819.251984447432 0.04060401
1806.3624751910663 0.0510100501
1792.0295222119576 0.061520150601
1780.2975261427698 0.07213535210701
1692.6312615247525 0.0828567056280801
1665.7579387187452 0.0936852726843609
1660.8544359644904 0.10462212541120451
1652.2095952112065 0.11566834666531656
1643.0703543132431 0.12682503013196972
1617.4493393693192 0.13809328043328942
1613.6142675218903 0.1494742132376223
1605.6390750088178 0.16096895536999853
1595.0266622156107 0.1725786449236985
1569.7362750547525 0.1843044313729355
1540.2852374190584 0.19614747568666485
1512.4021738779861 0.2081089504435315
1476.6726689409963 0.22019003994796682
1444.868082814521 0.23239194034744648
1419.243568434648 0.24471585975092094
1396.3626501470785 0.25716301834843014
1366.1640922154859 0.2697346485319144
1332.3222914981684 0.2824319950172336
1293.98281032373 0.29525631496740595
1265.4748892752223 0.30820887811708003
1249.7937544808494 0.3212909668982508
1250.6346416936974 0.33450387656723335
1243.3914231159204 0.3478489153329057
1222.878039313516 0.36132740448623474
1201.7959175590001 0.3749406785310971
1173.7503033480752 0.38869008531640803
1146.258534103552 0.4025769861695721
1112.2915946169082 0.41660275603126784
1071.2547100073054 0.4307687835915805
1038.9746202034314 0.4450764714274963
994.8687845941616 0.45952723614177127
950.6248270336124 0.474122508503189
913.9601748157484 0.4888637335882209
874.7827286352829 0.5037523709241031
837.3996887599213 0.5187898946333441
798.5521508032316 0.5339777935796776
757.5078584401341 0.5493175715154743
714.8430848669101 0.5648107472306291
672.1167857180518 0.5804588547029353
626.3720235869707 0.5962634432499647
585.819972112532 0.6122260776824644
545.7529744521253 0.6283483384592891
508.39582075508247 0.6446318218438819
474.00418585615023 0.6610781400623207
437.29877791966004 0.6776889214629439
399.95154039384335 0.6944658106775733
361.3257344901502 0.711410468784349
323.7939081850659 0.7285245734721925
287.83603431130234 0.7458098192069144
247.83866321777236 0.7632679173989835
210.15681913280443 0.7809005965729733
174.99904323210188 0.798709602538703
142.87286132121622 0.8166966985640901
112.08140413561354 0.834863665549731
86.95839834815833 0.8532123022052284
66.77691530712278 0.8717444252272807
51.22357509916753 0.8904618694795535
41.2453500878113 0.9093664881743491
34.16447676513986 0.9284601530560925
30.031755906394125 0.9477447545866534
27.56179152903258 0.96722220213252
25.331454382809095 0.9868944241538452
22.527744619622837 1.0067633683953836
20.137783751247834 1.0268310020793374
17.925434402626664 1.0470993121001309
17.188862853140808 1.067570305221132
17.889405966427006 1.0882460082733434
19.200870967377757 1.109128468356077
20.44238199376598 1.1302197530396376
21.61690035713202 1.151521950570034
21.93478579452497 1.1730371700757343
21.685037243229484 1.1947675417764916
21.389974937197643 1.2167152171942566
21.91523820653153 1.2388823693661992
23.48678152079694 1.2612711930598612
26.785993961927538 1.2838839049904598
31.407991006377422 1.3067227440403644
37.24534059755581 1.329789971480768
46.02897470834266 1.3530878711955756
57.931434052088534 1.3766187499075313
72.21937127798668 1.4003849374066066
