P(z) z
3539.963031483753 0.01
3511.748462764258 0.0201
3528.12449470136 0.030301
3543.227565525363 0.04060401
3551.577127149345 0.0510100501
3474.858964292463 0.061520150601
3447.768129101548 0.07213535210701
3387.572932027764 0.0828567056280801
3356.269525148968 0.0936852726843609
3455.21364450246 0.10462212541120451
3459.104763067771 0.11566834666531656
3464.560654015022 0.12682503013196972
3439.990005371834 0.13809328043328942
3342.169858910664 0.1494742132376223
3324.66783599893 0.16096895536999853
3338.672176935055 0.1725786449236985
3350.993464928279 0.1843044313729355
3356.661035969087 0.19614747568666485
3381.496238219454 0.2081089504435315
3402.951400218881 0.22019003994796682
3397.033960980045 0.23239194034744648
3384.082884895223 0.24471585975092094
3404.735859866523 0.25716301834843014
3395.326035621316 0.2697346485319144
3367.741114398253 0.2824319950172336
3365.905050245704 0.29525631496740595
3431.437711677551 0.30820887811708003
3436.248682454517 0.3212909668982508
3439.164263815495 0.33450387656723335
3442.69162970067 0.3478489153329057
3452.932380501406 0.36132740448623474
3443.512017148851 0.3749406785310971
3429.071507468228 0.38869008531640803
3411.965426826453 0.4025769861695721
3395.027614644275 0.41660275603126784
3364.251941668324 0.4307687835915805
3343.974739119134 0.4450764714274963
3327.202929750711 0.45952723614177127
3294.461078170272 0.474122508503189
3258.896080518304 0.4888637335882209
3221.315771428912 0.5037523709241031
3183.512535140762 0.5187898946333441
3142.142394539701 0.5339777935796776
3097.780913675269 0.5493175715154743
3055.738410704976 0.5648107472306291
3018.216093710104 0.5804588547029353
2970.398740827542 0.5962634432499647
2926.803328393781 0.6122260776824644
2878.263700269851 0.6283483384592891
2819.832113970519 0.6446318218438819
2756.412118268197 0.6610781400623207
2681.127858618638 0.6776889214629439
2608.092758502733 0.6944658106775733
2543.301606413894 0.711410468784349
2482.315297028648 0.7285245734721925
2432.134377478708 0.7458098192069144
2385.893348966467 0.7632679173989835
2331.130025342032 0.7809005965729733
2278.753953833873 0.798709602538703
2199.947275798792 0.8166966985640901
2093.393030608362 0.834863665549731
1993.464330521545 0.8532123022052284
1892.583178291904 0.8717444252272807
1789.83853574344 0.8904618694795535
1699.162399269812 0.9093664881743491
1605.629386234169 0.9284601530560925
1512.104231000459 0.9477447545866534
1422.905776756857 0.96722220213252
1326.641021976297 0.9868944241538452
1221.725057201014 1.0067633683953836
1115.853238146495 1.0268310020793374
1013.273591542308 1.0470993121001309
911.4721200967409 1.067570305221132
810.6262232973976 1.0882460082733434
709.4018837345933 1.109128468356077
598.217057862345 1.1302197530396376
493.4597063649078 1.151521950570034
412.7018707307637 1.1730371700757343
352.4253758790103 1.1947675417764916
301.2190574775582 1.2167152171942566
252.2269036847087 1.2388823693661992
201.4178356032038 1.2612711930598612
157.3758352568173 1.2838839049904598
121.6861959499129 1.3067227440403644
99.72825059439877 1.329789971480768
86.7266781815071 1.3530878711955756
80.38816810183349 1.3766187499075313
77.93214232148888 1.4003849374066066
74.88634728718648 1.4243887867806726
73.66964259980546 1.4486326746484792
75.06668936278945 1.473119001394964
74.83651421064614 1.4978501914089137
69.29353690925048 1.5228286933230029
61.28119574263336 1.548056980256233
49.42267888782867 1.5735375500587954
40.99342919935047 1.5992729255593834
37.86889022255632 1.6252656548149773
38.46419191919203 1.651518311363127
41.14234851144918 1.6780334944767583
48.75791352375775 1.7048138294215258
58.51742258365977 1.731861967715741
62.95247665397387 1.7591805873928983
66.1924730993175 1.7867723932668274
71.73119319980012 1.8146401171994957
83.28679273424476 1.8427865183714907
99.04501918670057 1.8712143835552055
114.5724702321766 1.8999265273907575
133.1686543381203 1.928925792664665
161.9552980992138 1.9582150505913116
194.6105815283448 1.9877972010972247
227.4052545605088 2.0176751731081968
259.8553793513361 2.0478519248392786
293.046316444702 2.0783304440876713
331.8996356999774 2.109113748528548
373.3536032750484 2.140204886013833
429.2816418991929 2.1716069348739717
496.8034393440078 2.203323004222711
