wv er
3357.94074595687 53.37190628051758
3358.940133083643 52.71613693237305
3359.939520210416 52.615848541259766
3360.938907337189 52.2299919128418
3361.938294463962 53.259151458740234
3362.937681590735 53.46168899536133
3363.937068717508 55.45399856567383
3364.9364558442808 56.678462982177734
3365.9358429710537 58.03630447387695
3366.9352300978267 59.00421142578125
3367.9346172245996 59.59901428222656
3368.9340043513726 58.88753890991211
3369.9333914781455 59.448612213134766
3370.9327786049184 59.153663635253906
3371.9321657316914 58.64393615722656
3372.9315528584643 58.80362319946289
3373.9309399852373 58.93149185180664
3374.93032711201 59.490699768066406
3375.929714238783 59.98395919799805
3376.929101365556 59.564483642578125
3377.928488492329 58.900482177734375
3378.927875619102 58.78988265991211
3379.927262745875 59.36626052856445
3380.926649872648 58.283607482910156
3381.926036999421 58.790225982666016
3382.925424126194 58.915523529052734
3383.9248112529667 62.16128921508789
3384.9241983797397 61.13557434082031
3385.9235855065126 58.57727813720703
3386.9229726332856 58.04690170288086
3387.9223597600585 58.41834259033203
3388.9217468868314 58.140811920166016
3389.9211340136044 58.13748550415039
3390.9205211403773 58.90564727783203
3391.9199082671503 58.017276763916016
3392.919295393923 58.00230407714844
3393.918682520696 57.811641693115234
3394.918069647469 58.4706916809082
3395.917456774242 59.51250076293945
3396.916843901015 59.10503005981445
3397.916231027788 59.590309143066406
3398.915618154561 59.70549774169922
3399.915005281334 59.583740234375
3400.914392408107 60.050575256347656
3401.9137795348797 60.014373779296875
3402.9131666616527 59.05868911743164
3403.9125537884256 58.948062896728516
3404.9119409151986 58.42344665527344
3405.9113280419715 59.11935043334961
3406.9107151687444 58.8092155456543
3407.9101022955174 58.723472595214844
3408.9094894222903 58.32784652709961
3409.9088765490633 59.23690414428711
3410.908263675836 59.25248718261719
3411.907650802609 59.41402053833008
3412.907037929382 59.64611053466797
3413.906425056155 60.408599853515625
3414.905812182928 60.430686950683594
3415.905199309701 60.323692321777344
3416.904586436474 60.99398422241211
3417.903973563247 61.28929138183594
3418.90336069002 61.74715042114258
3419.9027478167927 61.322208404541016
3420.9021349435657 61.44050598144531
3421.9015220703386 62.16141891479492
3422.9009091971116 62.493770599365234
3423.9002963238845 62.09340286254883
3424.8996834506574 61.82080841064453
3425.8990705774304 62.173980712890625
3426.8984577042033 62.243751525878906
3427.8978448309763 62.29408264160156
3428.897231957749 62.87434768676758
3429.896619084522 66.05033874511719
3430.896006211295 66.58097076416016
3431.895393338068 65.07804107666016
3432.894780464841 62.93343734741211
3433.894167591614 63.43955612182617
3434.893554718387 63.44496154785156
3435.89294184516 63.4182014465332
3436.892328971933 62.243289947509766
3437.8917160987057 62.625301361083984
3438.8911032254787 62.11176300048828
3439.8904903522516 60.81739807128906
3440.8898774790246 60.3536376953125
3441.8892646057975 60.79800796508789
3442.8886517325705 60.617244720458984
3443.8880388593434 60.869483947753906
3444.8874259861163 61.4294319152832
3445.8868131128893 62.541080474853516
3446.8862002396622 63.21769714355469
3447.885587366435 63.472965240478516
3448.884974493208 65.10753631591797
3449.884361619981 66.20057678222656
3450.883748746754 66.66699981689453
3451.883135873527 66.23789978027344
3452.8825230003 65.84391784667969
3453.881910127073 65.71041870117188
3454.881297253846 66.15137481689453
3455.8806843806187 65.42627716064453
3456.8800715073917 65.56478118896484
3457.8794586341646 65.12162017822266
3458.8788457609376 64.624755859375
3459.8782328877105 64.38114929199219
3460.8776200144835 64.37208557128906
3461.8770071412564 64.24280548095703
3462.8763942680293 64.8609848022461
3463.8757813948023 64.28254699707031
3464.8751685215752 64.50362396240234
3465.874555648348 64.882568359375
3466.873942775121 64.32329559326172
3467.873329901894 64.44261169433594
3468.872717028667 64.6458740234375
3469.87210415544 64.77108001708984
3470.871491282213 64.9658203125
3471.870878408986 64.23248291015625
3472.870265535759 63.732948303222656
3473.8696526625317 63.74445724487305
3474.8690397893047 64.45901489257812
3475.8684269160776 65.5031967163086
3476.8678140428506 67.5359115600586
3477.8672011696235 68.89627075195312
3478.8665882963965 70.09042358398438
3479.8659754231694 70.03436279296875
3480.8653625499423 70.21128845214844
3481.8647496767153 69.89835357666016
3482.8641368034882 69.78282928466797
3483.863523930261 69.1307144165039
3484.862911057034 68.7974853515625
3485.862298183807 68.12335205078125
3486.86168531058 67.85753631591797
3487.861072437353 67.29161834716797
3488.860459564126 66.57593536376953
3489.859846690899 65.95651245117188
3490.859233817672 65.37201690673828
3491.8586209444447 65.82392883300781
3492.8580080712177 65.64952087402344
3493.8573951979906 65.54380798339844
3494.8567823247636 65.6536636352539
3495.8561694515365 64.62855529785156
3496.8555565783095 65.61576843261719
3497.8549437050824 66.2237548828125
3498.8543308318553 65.38540649414062
3499.8537179586283 66.39608001708984
3500.8531050854012 67.06597900390625
3501.852492212174 67.0548324584961
3502.851879338947 66.91133880615234
3503.85126646572 66.7687759399414
3504.850653592493 66.5979995727539
3505.850040719266 66.79966735839844
3506.849427846039 67.86333465576172
3507.848814972812 67.400390625
3508.848202099585 67.52954864501953
3509.8475892263577 66.91584777832031
